reactions,metabolites,metabolitestotal,gpr,genes
MOBDabcpp_num5,mobd_p,mobd,protein_6958,protein_6958
MOBDabcpp_num6,mobd_p,mobd,protein_8085,protein_8085
MOBDabcpp_num7,mobd_p,mobd,protein_8165,protein_8165
MOBDabcpp_num8,mobd_p,mobd,protein_162 and protein_566,protein_566
MOBDabcpp_num8,mobd_p,mobd,protein_162 and protein_566,protein_162
MOBDabcpp_num9,mobd_p,mobd,protein_566 and protein_6958,protein_6958
MOBDabcpp_num9,mobd_p,mobd,protein_566 and protein_6958,protein_566
MOBDabcpp_num10,mobd_p,mobd,protein_6958 and protein_8121,protein_6958
MOBDabcpp_num10,mobd_p,mobd,protein_6958 and protein_8121,protein_8121
MPL_num2,malt_c,malt,protein_2810,protein_2810
MPTG2_num2,murein5p5p_p,murein5p5p,protein_319,protein_319
MPTG2_num2,uaagmda_c,uaagmda,protein_319,protein_319
MPTG2_num3,murein5p5p_p,murein5p5p,protein_6651,protein_6651
MPTG2_num3,uaagmda_c,uaagmda,protein_6651,protein_6651
MPTG2_num4,murein5p5p_p,murein5p5p,protein_7077,protein_7077
MPTG2_num4,uaagmda_c,uaagmda,protein_7077,protein_7077
MPTG2_num5,murein5p5p_p,murein5p5p,protein_31 and protein_319,protein_319
MPTG2_num5,murein5p5p_p,murein5p5p,protein_31 and protein_319,protein_31
MPTG2_num5,uaagmda_c,uaagmda,protein_31 and protein_319,protein_319
MPTG2_num5,uaagmda_c,uaagmda,protein_31 and protein_319,protein_31
MPTG2_num6,murein5p5p_p,murein5p5p,protein_6651 and protein_7077,protein_6651
MPTG2_num6,murein5p5p_p,murein5p5p,protein_6651 and protein_7077,protein_7077
MPTG2_num6,uaagmda_c,uaagmda,protein_6651 and protein_7077,protein_6651
MPTG2_num6,uaagmda_c,uaagmda,protein_6651 and protein_7077,protein_7077
MSO3abcpp_num2,mso3_p,mso3,protein_2513 and protein_4841,protein_4841
MSO3abcpp_num2,mso3_p,mso3,protein_2513 and protein_4841,protein_2513
MSO3abcpp_num3,mso3_p,mso3,protein_4842 and protein_545,protein_4842
MSO3abcpp_num3,mso3_p,mso3,protein_4842 and protein_545,protein_545
MSO3abcpp_num4,mso3_p,mso3,protein_4864 and protein_5435,protein_5435
MSO3abcpp_num4,mso3_p,mso3,protein_4864 and protein_5435,protein_4864
MSO3abcpp_num5,mso3_p,mso3,protein_5435 and protein_547,protein_5435
MSO3abcpp_num5,mso3_p,mso3,protein_5435 and protein_547,protein_547
MSO3abcpp_num6,mso3_p,mso3,protein_2513 and protein_4841 and protein_4842,protein_4842
MSO3abcpp_num6,mso3_p,mso3,protein_2513 and protein_4841 and protein_4842,protein_4841
MSO3abcpp_num6,mso3_p,mso3,protein_2513 and protein_4841 and protein_4842,protein_2513
MTHFC_num2,methf_c,methf,protein_6453,protein_6453
MTHFC_num3,methf_c,methf,protein_7457,protein_7457
MTHFD_num2,mlthf_c,mlthf,protein_6453,protein_6453
MTHFD_num3,mlthf_c,mlthf,protein_7457,protein_7457
MTHFD2i_num2,mlthf_c,mlthf,protein_7457,protein_7457
MTHFR2_num2,mlthf_c,mlthf,protein_3614,protein_3614
MTHFR3_num2,mlthf_c,mlthf,protein_6124,protein_6124
MTHFR3_1_num2,mlthf_c,mlthf,protein_6124,protein_6124
MXYLt5_num2,m_xyl_c,m_xyl,protein_7809,protein_7809
MXYLt6_num2,m_xyl_p,m_xyl,protein_7809,protein_7809
NABTNO_num2,n4abutn_c,n4abutn,protein_3469,protein_3469
NABTNO_num3,n4abutn_c,n4abutn,protein_3492,protein_3492
NABTNO_num4,n4abutn_c,n4abutn,protein_4011,protein_4011
NABTNO_num5,n4abutn_c,n4abutn,protein_4749,protein_4749
NABTNO_num6,n4abutn_c,n4abutn,protein_7002,protein_7002
NACODA_num2,acg5sa_c,acg5sa,protein_5555,protein_5555
NADH10_num2,mqn8_c,mqn8,protein_851,protein_851
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7681
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7679
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7680
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7677
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7674
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7684
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7673
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7685
NADH10_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7675
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7679
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7681
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7680
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7677
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7674
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_851
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7684
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7673
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7685
NADH10_num4,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7675
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7676
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7679
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7681
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7680
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7678
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7686
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7683
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7677
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7675
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7682
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7673
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7684
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7685
NADH10_num5,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7676 and protein_7677 and protein_7678 and protein_7679 and protein_7680 and protein_7681 and protein_7682 and protein_7683 and protein_7684 and protein_7685 and protein_7686,protein_7674
NADH17pp_num2,mqn8_c,mqn8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7681
NADH17pp_num2,mqn8_c,mqn8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7679
NADH17pp_num2,mqn8_c,mqn8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7680
NADH17pp_num2,mqn8_c,mqn8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7683
NADH17pp_num2,mqn8_c,mqn8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7677
NADH17pp_num2,mqn8_c,mqn8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7674
NADH17pp_num2,mqn8_c,mqn8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7685
NADH17pp_num2,mqn8_c,mqn8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7675
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7681
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7679
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7680
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7683
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7677
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7674
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7673
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7685
NADH17pp_num3,mqn8_c,mqn8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7675
NADH18pp_num2,2dmmq8_c,2dmmq8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7681
NADH18pp_num2,2dmmq8_c,2dmmq8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7679
NADH18pp_num2,2dmmq8_c,2dmmq8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7680
NADH18pp_num2,2dmmq8_c,2dmmq8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7683
NADH18pp_num2,2dmmq8_c,2dmmq8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7677
NADH18pp_num2,2dmmq8_c,2dmmq8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7674
NADH18pp_num2,2dmmq8_c,2dmmq8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7685
NADH18pp_num2,2dmmq8_c,2dmmq8,protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7675
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7681
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7679
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7680
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7683
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7677
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7674
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7673
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7685
NADH18pp_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7683 and protein_7685,protein_7675
NADH9_num2,2dmmq8_c,2dmmq8,protein_851,protein_851
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7681
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7679
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7680
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7677
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7674
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7684
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7673
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7685
NADH9_num3,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685,protein_7675
NADH9_num4,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7679
NADH9_num4,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7681
NADH9_num4,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7680
NADH9_num4,2dmmq8_c,2dmmq8,protein_7673 and protein_7674 and protein_7675 and protein_7677 and protein_7679 and protein_7680 and protein_7681 and protein_7684 and protein_7685 and protein_851,protein_7677
