reactions,metabolites,metabolitestotal,gpr,genes
CYTMQOR3pp_num2,mql8_c,mql8,protein_4454,protein_4454
DAAD_num2,ala__D_c,ala__D,protein_4750,protein_4750
DAAD12_num2,val__D_c,val__D,protein_6405,protein_6405
DAAD2_num2,arg__D_c,arg__D,protein_6405,protein_6405
DAAD4_num2,met__D_c,met__D,protein_6405,protein_6405
DAAD5_num2,orn__D_c,orn__D,protein_6405,protein_6405
DAAD7_num2,pro__D_c,pro__D,protein_6405,protein_6405
DABAAT2_num2,24dab_c,24dab,protein_453,protein_453
DABAAT2_num2,akg_c,akg,protein_453,protein_453
DADA_num2,dad_2_c,dad_2,protein_7425,protein_7425
DAGK160_num2,12dgr160_c,12dgr160,protein_6092,protein_6092
DAGK160_num3,12dgr160_c,12dgr160,protein_7199,protein_7199
DAGK160_num4,12dgr160_c,12dgr160,protein_7746,protein_7746
DAPDC_num2,26dap__M_c,26dap__M,protein_7051,protein_7051
DDGLK_num2,2ddglcn_c,2ddglcn,protein_6778,protein_6778
DDPA_num2,e4p_c,e4p,protein_3053,protein_3053
DDPA_num2,pep_c,pep,protein_3053,protein_3053
DGNSK_num2,dgsn_c,dgsn,protein_6258,protein_6258
DHACOAH_num2,23dhacoa_c,23dhacoa,protein_6957,protein_6957
DHACOAH_num3,23dhacoa_c,23dhacoa,protein_7086,protein_7086
DHAPT_num2,dha_c,dha,protein_7000 and protein_7001 and protein_8188,protein_7001
DHAPT_num2,dha_c,dha,protein_7000 and protein_7001 and protein_8188,protein_7000
DHAPT_num2,dha_c,dha,protein_7000 and protein_7001 and protein_8188,protein_8188
DHAPT_num2,pep_c,pep,protein_7000 and protein_7001 and protein_8188,protein_7001
DHAPT_num2,pep_c,pep,protein_7000 and protein_7001 and protein_8188,protein_7000
DHAPT_num2,pep_c,pep,protein_7000 and protein_7001 and protein_8188,protein_8188
DHAPT_num3,dha_c,dha,protein_6999 and protein_7000 and protein_7001 and protein_8188,protein_7001
DHAPT_num3,dha_c,dha,protein_6999 and protein_7000 and protein_7001 and protein_8188,protein_6999
DHAPT_num3,dha_c,dha,protein_6999 and protein_7000 and protein_7001 and protein_8188,protein_7000
DHAPT_num3,dha_c,dha,protein_6999 and protein_7000 and protein_7001 and protein_8188,protein_8188
DHAPT_num3,pep_c,pep,protein_6999 and protein_7000 and protein_7001 and protein_8188,protein_7001
DHAPT_num3,pep_c,pep,protein_6999 and protein_7000 and protein_7001 and protein_8188,protein_6999
DHAPT_num3,pep_c,pep,protein_6999 and protein_7000 and protein_7001 and protein_8188,protein_7000
DHAPT_num3,pep_c,pep,protein_6999 and protein_7000 and protein_7001 and protein_8188,protein_8188
DHBD_num2,23ddhb_c,23ddhb,protein_4638,protein_4638
DHDPS_num2,aspsa_c,aspsa,protein_491,protein_491
DHDPS_num2,pyr_c,pyr,protein_491,protein_491
DHDPS_num3,aspsa_c,aspsa,protein_5679,protein_5679
DHDPS_num3,pyr_c,pyr,protein_5679,protein_5679
DHDPS_num4,aspsa_c,aspsa,protein_6692,protein_6692
DHDPS_num4,pyr_c,pyr,protein_6692,protein_6692
DHDPS_num5,aspsa_c,aspsa,protein_924,protein_924
DHDPS_num5,pyr_c,pyr,protein_924,protein_924
DHFR_num2,dhf_c,dhf,protein_404,protein_404
DHORTS_num2,dhor__S_c,dhor__S,protein_6279,protein_6279
DHORTS_num3,dhor__S_c,dhor__S,protein_6281,protein_6281
DHPM1_num2,56dura_c,56dura,protein_3233,protein_3233
DHPM1_num3,56dura_c,56dura,protein_4152,protein_4152
DHPM1_num4,56dura_c,56dura,protein_7926,protein_7926
DHPM2_num2,56dthm_c,56dthm,protein_3233,protein_3233
DHPM2_num3,56dthm_c,56dthm,protein_4152,protein_4152
DHPM2_num4,56dthm_c,56dthm,protein_7926,protein_7926
DHPPDA2_num2,25drapp_c,25drapp,protein_6224,protein_6224
DHPS_num2,2ahhmp_c,2ahhmp,protein_3616,protein_3616
DHPS_num2,4abz_c,4abz,protein_3616,protein_3616
DHPS_num3,2ahhmp_c,2ahhmp,protein_404,protein_404
DHPS_num3,4abz_c,4abz,protein_404,protein_404
DHPS_num4,2ahhmp_c,2ahhmp,protein_4062,protein_4062
DHPS_num4,4abz_c,4abz,protein_4062,protein_4062
DHPS2_num2,4abz_c,4abz,protein_3616,protein_3616
DHPS2_num2,6hmhptpp_c,6hmhptpp,protein_3616,protein_3616
DHPS2_num3,4abz_c,4abz,protein_404,protein_404
DHPS2_num3,6hmhptpp_c,6hmhptpp,protein_404,protein_404
DHPS2_num4,4abz_c,4abz,protein_4062,protein_4062
DHPS2_num4,6hmhptpp_c,6hmhptpp,protein_4062,protein_4062
DIPEPabc1_num2,ala_L_asp__L_e,ala_L_asp__L,protein_257 and protein_826 and protein_827,protein_827
DIPEPabc1_num2,ala_L_asp__L_e,ala_L_asp__L,protein_257 and protein_826 and protein_827,protein_257
DIPEPabc1_num2,ala_L_asp__L_e,ala_L_asp__L,protein_257 and protein_826 and protein_827,protein_826
DIPEPabc10_num2,gly_glu__L_e,gly_glu__L,protein_257 and protein_826 and protein_827,protein_827
DIPEPabc10_num2,gly_glu__L_e,gly_glu__L,protein_257 and protein_826 and protein_827,protein_257
DIPEPabc10_num2,gly_glu__L_e,gly_glu__L,protein_257 and protein_826 and protein_827,protein_826
DIPEPabc12_num2,met_L_ala__L_e,met_L_ala__L,protein_257 and protein_826 and protein_827,protein_827
DIPEPabc12_num2,met_L_ala__L_e,met_L_ala__L,protein_257 and protein_826 and protein_827,protein_257
DIPEPabc12_num2,met_L_ala__L_e,met_L_ala__L,protein_257 and protein_826 and protein_827,protein_826
DIPEPabc13_num2,gly_asp__L_e,gly_asp__L,protein_257 and protein_826 and protein_827,protein_827
DIPEPabc13_num2,gly_asp__L_e,gly_asp__L,protein_257 and protein_826 and protein_827,protein_257
DIPEPabc13_num2,gly_asp__L_e,gly_asp__L,protein_257 and protein_826 and protein_827,protein_826
DIPEPabc14_num2,gly_pro__L_e,gly,protein_257 and protein_826 and protein_827,protein_827
DIPEPabc14_num2,gly_pro__L_e,gly,protein_257 and protein_826 and protein_827,protein_257
DIPEPabc14_num2,gly_pro__L_e,gly,protein_257 and protein_826 and protein_827,protein_826
DIPEPabc15_num2,cgly_e,cgly,protein_257 and protein_826 and protein_827,protein_827
DIPEPabc15_num2,cgly_e,cgly,protein_257 and protein_826 and protein_827,protein_257
DIPEPabc15_num2,cgly_e,cgly,protein_257 and protein_826 and protein_827,protein_826
DIPEPabc3_num2,ala_L_glu__L_e,ala_L_glu__L,protein_257 and protein_826 and protein_827,protein_827
DIPEPabc3_num2,ala_L_glu__L_e,ala_L_glu__L,protein_257 and protein_826 and protein_827,protein_257
DIPEPabc3_num2,ala_L_glu__L_e,ala_L_glu__L,protein_257 and protein_826 and protein_827,protein_826
DIPEPabc8_num2,gly_asn__L_e,gly_asn__L,protein_257 and protein_826 and protein_827,protein_827
DIPEPabc8_num2,gly_asn__L_e,gly_asn__L,protein_257 and protein_826 and protein_827,protein_257
DIPEPabc8_num2,gly_asn__L_e,gly_asn__L,protein_257 and protein_826 and protein_827,protein_826
DKGLCNR1_num2,25dkglcn_c,25dkglcn,protein_3521,protein_3521
DKGLCNR1_num3,25dkglcn_c,25dkglcn,protein_7811,protein_7811
DLYSAD_num2,lys__D_c,lys__D,protein_6405,protein_6405
DLYSabcpp_num2,lys__D_p,lys__D,protein_3450 and protein_3451,protein_3450
DLYSabcpp_num2,lys__D_p,lys__D,protein_3450 and protein_3451,protein_3451
DLYSabcpp_num3,lys__D_p,lys__D,protein_2042 and protein_3320 and protein_3450,protein_3450
DLYSabcpp_num3,lys__D_p,lys__D,protein_2042 and protein_3320 and protein_3450,protein_2042
DLYSabcpp_num3,lys__D_p,lys__D,protein_2042 and protein_3320 and protein_3450,protein_3320
DMATT_num2,dmpp_c,dmpp,protein_1859,protein_1859
DMATT_num2,ipdp_c,ipdp,protein_1859,protein_1859
DMATT_num3,dmpp_c,dmpp,protein_2765,protein_2765
DMATT_num3,ipdp_c,ipdp,protein_2765,protein_2765
DMATT_num4,dmpp_c,dmpp,protein_3187,protein_3187
DMATT_num4,ipdp_c,ipdp,protein_3187,protein_3187
DMATT_num5,dmpp_c,dmpp,protein_4530,protein_4530
DMATT_num5,ipdp_c,ipdp,protein_4530,protein_4530
DMATT_num6,dmpp_c,dmpp,protein_4911,protein_4911
DMATT_num6,ipdp_c,ipdp,protein_4911,protein_4911
DMATT_num7,dmpp_c,dmpp,protein_7672,protein_7672
DMATT_num7,ipdp_c,ipdp,protein_7672,protein_7672
DMPPS_num2,h2mb4p_c,h2mb4p,protein_4912,protein_4912
DMPPS_num3,h2mb4p_c,h2mb4p,protein_979,protein_979
DMSO2abcpp_num2,dmso2_p,dmso2,protein_2513 and protein_4841 and protein_4842,protein_4842
DMSO2abcpp_num2,dmso2_p,dmso2,protein_2513 and protein_4841 and protein_4842,protein_4841
DMSO2abcpp_num2,dmso2_p,dmso2,protein_2513 and protein_4841 and protein_4842,protein_2513
DMSOR1pp_num2,dmso_p,dmso,protein_663,protein_663
DMSOR1pp_num2,mql8_c,mql8,protein_663,protein_663
DMSOR2pp_num2,2dmmql8_c,2dmmql8,protein_663,protein_663
DMSOR2pp_num2,dmso_p,dmso,protein_663,protein_663
DNMPPA_num2,dhpmp_c,dhpmp,protein_2526,protein_2526
DNMPPA_num3,dhpmp_c,dhpmp,protein_4998,protein_4998
DNMPPA_num4,dhpmp_c,dhpmp,protein_5671,protein_5671
DNTPPA_num2,ahdt_c,ahdt,protein_1546,protein_1546
DNTPPA_num3,ahdt_c,ahdt,protein_2526,protein_2526
DNTPPA_num4,ahdt_c,ahdt,protein_4998,protein_4998
DNTPPA_num5,ahdt_c,ahdt,protein_5671,protein_5671
DPPS_num2,frdp_c,frdp,protein_7672,protein_7672
DPPS_num2,ipdp_c,ipdp,protein_7672,protein_7672
DPR_num2,2dhp_c,2dhp,protein_6922,protein_6922
DURADx_num2,56dura_c,56dura,protein_6353,protein_6353
DURADx_num3,56dura_c,56dura,protein_6214 and protein_6353,protein_6214
DURADx_num3,56dura_c,56dura,protein_6214 and protein_6353,protein_6353
DURIPP_num2,duri_c,duri,protein_7388,protein_7388
DXPS_num2,g3p_c,g3p,protein_5129,protein_5129
DXPS_num2,pyr_c,pyr,protein_5129,protein_5129
DXYLK_num2,dxyl_c,dxyl,protein_6069,protein_6069
ECOAH12_num2,2mp2coa_c,2mp2coa,protein_1551,protein_1551
ECOAH12_num3,2mp2coa_c,2mp2coa,protein_1557,protein_1557
ECOAH12_num4,2mp2coa_c,2mp2coa,protein_2143,protein_2143
ECOAH12_num5,2mp2coa_c,2mp2coa,protein_2336,protein_2336
ECOAH12_num6,2mp2coa_c,2mp2coa,protein_3201,protein_3201
ECOAH12_num7,2mp2coa_c,2mp2coa,protein_4812,protein_4812
ECOAH12_num8,2mp2coa_c,2mp2coa,protein_6159,protein_6159
ECOAH12_num9,2mp2coa_c,2mp2coa,protein_6957,protein_6957
ECOAH12_num10,2mp2coa_c,2mp2coa,protein_7923,protein_7923
ECOAH14_num2,hp2coa_c,hp2coa,protein_7086,protein_7086
ECOAH15_num2,nona2coa_c,nona2coa,protein_7086,protein_7086
ECOAH16_num2,pdca2coa_c,pdca2coa,protein_7086,protein_7086
ECOAH17_num2,pnona2coa_c,pnona2coa,protein_7086,protein_7086
ECOAH18_num2,pocta2coa_c,pocta2coa,protein_7086,protein_7086
ECOAH19_num2,php2coa_c,php2coa,protein_7086,protein_7086
ECOAH20_num2,phxa2coa_c,phxa2coa,protein_7086,protein_7086
ECOAH21_num2,ppt2coa_c,ppt2coa,protein_7086,protein_7086
ECOAH22_num2,pb2coa_c,pb2coa,protein_7086,protein_7086
ECOAH23_num2,6ath2coa_c,6ath2coa,protein_7086,protein_7086
ECOAH24_num2,4atb2coa_c,4atb2coa,protein_7086,protein_7086
ECOAH2c_num2,2mp2coa_c,2mp2coa,protein_6957,protein_6957
ECOAH9ir_num2,2mb2coa_c,2mb2coa,protein_1551,protein_1551
ECOAH9ir_num3,2mb2coa_c,2mb2coa,protein_1557,protein_1557
ECOAH9ir_num4,2mb2coa_c,2mb2coa,protein_2143,protein_2143
ECOAH9ir_num5,2mb2coa_c,2mb2coa,protein_2336,protein_2336
ECOAH9ir_num6,2mb2coa_c,2mb2coa,protein_3201,protein_3201
ECOAH9ir_num7,2mb2coa_c,2mb2coa,protein_3418,protein_3418
ECOAH9ir_num8,2mb2coa_c,2mb2coa,protein_4812,protein_4812
ECOAH9ir_num9,2mb2coa_c,2mb2coa,protein_6159,protein_6159
ECOAH9ir_num10,2mb2coa_c,2mb2coa,protein_6957,protein_6957
ECOAH9ir_num11,2mb2coa_c,2mb2coa,protein_7923,protein_7923
EHGLAT_num2,akg_c,akg,protein_7657,protein_7657
EHGLAT_num2,e4hglu_c,e4hglu,protein_7657,protein_7657
ENOPH_num2,dkmpp_c,dkmpp,protein_4322,protein_4322
ETHSO3abcpp_num2,ethso3_p,ethso3,protein_2513 and protein_4841,protein_4841
ETHSO3abcpp_num2,ethso3_p,ethso3,protein_2513 and protein_4841,protein_2513
ETHSO3abcpp_num3,ethso3_p,ethso3,protein_4842 and protein_545,protein_4842
ETHSO3abcpp_num3,ethso3_p,ethso3,protein_4842 and protein_545,protein_545
ETHSO3abcpp_num4,ethso3_p,ethso3,protein_4864 and protein_5435,protein_5435
ETHSO3abcpp_num4,ethso3_p,ethso3,protein_4864 and protein_5435,protein_4864
ETHSO3abcpp_num5,ethso3_p,ethso3,protein_5435 and protein_547,protein_5435
ETHSO3abcpp_num5,ethso3_p,ethso3,protein_5435 and protein_547,protein_547
ETHSO3abcpp_num6,ethso3_p,ethso3,protein_2513 and protein_4841 and protein_4842,protein_4842
ETHSO3abcpp_num6,ethso3_p,ethso3,protein_2513 and protein_4841 and protein_4842,protein_4841
ETHSO3abcpp_num6,ethso3_p,ethso3,protein_2513 and protein_4841 and protein_4842,protein_2513
F1PP_num2,f1p_c,f1p,protein_6123,protein_6123
F6PP_num2,f6p_c,f6p,protein_2406,protein_2406
F6PP_num3,f6p_c,f6p,protein_6123,protein_6123
FACOAL100t2pp_num2,dca_p,dca,protein_3526,protein_3526
FACOAL100t2pp_num3,dca_p,dca,protein_4008,protein_4008
FACOAL100t2pp_num4,dca_p,dca,protein_5818,protein_5818
FACOAL100t2pp_num5,dca_p,dca,protein_6942,protein_6942
FACOAL100t2pp_num6,dca_p,dca,protein_7117,protein_7117
FACOAL100t2pp_num7,dca_p,dca,protein_7745,protein_7745
FACOAL120t2pp_num2,ddca_p,ddca,protein_3526,protein_3526
FACOAL120t2pp_num3,ddca_p,ddca,protein_4008,protein_4008
FACOAL120t2pp_num4,ddca_p,ddca,protein_5818,protein_5818
FACOAL120t2pp_num5,ddca_p,ddca,protein_6942,protein_6942
FACOAL120t2pp_num6,ddca_p,ddca,protein_7117,protein_7117
FACOAL120t2pp_num7,ddca_p,ddca,protein_7745,protein_7745
FACOAL140_num2,ttdca_c,ttdca,protein_3211,protein_3211
FACOAL140_num3,ttdca_c,ttdca,protein_3258,protein_3258
FACOAL140_num4,ttdca_c,ttdca,protein_3390,protein_3390
FACOAL140_num5,ttdca_c,ttdca,protein_3392,protein_3392
FACOAL140_num6,ttdca_c,ttdca,protein_3746,protein_3746
FACOAL140_num7,ttdca_c,ttdca,protein_4008,protein_4008
FACOAL140_num8,ttdca_c,ttdca,protein_4534,protein_4534
FACOAL140_num9,ttdca_c,ttdca,protein_4636,protein_4636
FACOAL140_num10,ttdca_c,ttdca,protein_5577,protein_5577
FACOAL140_num11,ttdca_c,ttdca,protein_5635,protein_5635
FACOAL140_num12,ttdca_c,ttdca,protein_5820,protein_5820
FACOAL140_num13,ttdca_c,ttdca,protein_6942,protein_6942
FACOAL140_num14,ttdca_c,ttdca,protein_7117,protein_7117
FACOAL140t2pp_num2,ttdca_p,ttdca,protein_3526,protein_3526
FACOAL140t2pp_num3,ttdca_p,ttdca,protein_4008,protein_4008
FACOAL140t2pp_num4,ttdca_p,ttdca,protein_5818,protein_5818
FACOAL140t2pp_num5,ttdca_p,ttdca,protein_6942,protein_6942
FACOAL140t2pp_num6,ttdca_p,ttdca,protein_7117,protein_7117
FACOAL140t2pp_num7,ttdca_p,ttdca,protein_7745,protein_7745
FACOAL141_num2,ttdcea_c,ttdcea,protein_3258,protein_3258
FACOAL141_num3,ttdcea_c,ttdcea,protein_3392,protein_3392
FACOAL141_num4,ttdcea_c,ttdcea,protein_3746,protein_3746
FACOAL141_num5,ttdcea_c,ttdcea,protein_4008,protein_4008
FACOAL141_num6,ttdcea_c,ttdcea,protein_4534,protein_4534
FACOAL141_num7,ttdcea_c,ttdcea,protein_4636,protein_4636
FACOAL141_num8,ttdcea_c,ttdcea,protein_5577,protein_5577
FACOAL141_num9,ttdcea_c,ttdcea,protein_5635,protein_5635
FACOAL141_num10,ttdcea_c,ttdcea,protein_7117,protein_7117
FACOAL141t2pp_num2,ttdcea_p,ttdcea,protein_3526,protein_3526
FACOAL141t2pp_num3,ttdcea_p,ttdcea,protein_4008,protein_4008
FACOAL141t2pp_num4,ttdcea_p,ttdcea,protein_5818,protein_5818
FACOAL141t2pp_num5,ttdcea_p,ttdcea,protein_6942,protein_6942
FACOAL141t2pp_num6,ttdcea_p,ttdcea,protein_7117,protein_7117
FACOAL141t2pp_num7,ttdcea_p,ttdcea,protein_7745,protein_7745
FACOAL160_num2,hdca_c,hdca,protein_3211,protein_3211
FACOAL160_num3,hdca_c,hdca,protein_3258,protein_3258
FACOAL160_num4,hdca_c,hdca,protein_3390,protein_3390
FACOAL160_num5,hdca_c,hdca,protein_3392,protein_3392
FACOAL160_num6,hdca_c,hdca,protein_3605,protein_3605
FACOAL160_num7,hdca_c,hdca,protein_3746,protein_3746
FACOAL160_num8,hdca_c,hdca,protein_4008,protein_4008
FACOAL160_num9,hdca_c,hdca,protein_4534,protein_4534
FACOAL160_num10,hdca_c,hdca,protein_4636,protein_4636
FACOAL160_num11,hdca_c,hdca,protein_5577,protein_5577
FACOAL160_num12,hdca_c,hdca,protein_5589,protein_5589
FACOAL160_num13,hdca_c,hdca,protein_5635,protein_5635
FACOAL160_num14,hdca_c,hdca,protein_5820,protein_5820
FACOAL160_num15,hdca_c,hdca,protein_6942,protein_6942
FACOAL160_num16,hdca_c,hdca,protein_7117,protein_7117
FACOAL160t2pp_num2,hdca_p,hdca,protein_3526,protein_3526
FACOAL160t2pp_num3,hdca_p,hdca,protein_4008,protein_4008
FACOAL160t2pp_num4,hdca_p,hdca,protein_5818,protein_5818
FACOAL160t2pp_num5,hdca_p,hdca,protein_6942,protein_6942
FACOAL160t2pp_num6,hdca_p,hdca,protein_7117,protein_7117
FACOAL160t2pp_num7,hdca_p,hdca,protein_7745,protein_7745
FACOAL161_num2,hdcea_c,hdcea,protein_3211,protein_3211
FACOAL161_num3,hdcea_c,hdcea,protein_3258,protein_3258
FACOAL161_num4,hdcea_c,hdcea,protein_3392,protein_3392
FACOAL161_num5,hdcea_c,hdcea,protein_3746,protein_3746
FACOAL161_num6,hdcea_c,hdcea,protein_4008,protein_4008
FACOAL161_num7,hdcea_c,hdcea,protein_4534,protein_4534
FACOAL161_num8,hdcea_c,hdcea,protein_4636,protein_4636
FACOAL161_num9,hdcea_c,hdcea,protein_5577,protein_5577
FACOAL161_num10,hdcea_c,hdcea,protein_5589,protein_5589
FACOAL161_num11,hdcea_c,hdcea,protein_5635,protein_5635
FACOAL161_num12,hdcea_c,hdcea,protein_5820,protein_5820
FACOAL161_num13,hdcea_c,hdcea,protein_6942,protein_6942
FACOAL161_num14,hdcea_c,hdcea,protein_7117,protein_7117
FACOAL161t2pp_num2,hdcea_p,hdcea,protein_3526,protein_3526
FACOAL161t2pp_num3,hdcea_p,hdcea,protein_4008,protein_4008
FACOAL161t2pp_num4,hdcea_p,hdcea,protein_5818,protein_5818
FACOAL161t2pp_num5,hdcea_p,hdcea,protein_6942,protein_6942
FACOAL161t2pp_num6,hdcea_p,hdcea,protein_7117,protein_7117
FACOAL161t2pp_num7,hdcea_p,hdcea,protein_7745,protein_7745
FACOAL180_num2,ocdca_c,ocdca,protein_3211,protein_3211
FACOAL180_num3,ocdca_c,ocdca,protein_3258,protein_3258
FACOAL180_num4,ocdca_c,ocdca,protein_3392,protein_3392
FACOAL180_num5,ocdca_c,ocdca,protein_3746,protein_3746
FACOAL180_num6,ocdca_c,ocdca,protein_4008,protein_4008
FACOAL180_num7,ocdca_c,ocdca,protein_4534,protein_4534
FACOAL180_num8,ocdca_c,ocdca,protein_4636,protein_4636
FACOAL180_num9,ocdca_c,ocdca,protein_5577,protein_5577
FACOAL180_num10,ocdca_c,ocdca,protein_5589,protein_5589
FACOAL180_num11,ocdca_c,ocdca,protein_5635,protein_5635
FACOAL180_num12,ocdca_c,ocdca,protein_7117,protein_7117
FACOAL180t2pp_num2,ocdca_p,ocdca,protein_3526,protein_3526
FACOAL180t2pp_num3,ocdca_p,ocdca,protein_4008,protein_4008
FACOAL180t2pp_num4,ocdca_p,ocdca,protein_5818,protein_5818
FACOAL180t2pp_num5,ocdca_p,ocdca,protein_6942,protein_6942
FACOAL180t2pp_num6,ocdca_p,ocdca,protein_7117,protein_7117
FACOAL180t2pp_num7,ocdca_p,ocdca,protein_7745,protein_7745
FACOAL181_num2,ocdcea_c,ocdcea,protein_3211,protein_3211
FACOAL181_num3,ocdcea_c,ocdcea,protein_3258,protein_3258
FACOAL181_num4,ocdcea_c,ocdcea,protein_3392,protein_3392
FACOAL181_num5,ocdcea_c,ocdcea,protein_3605,protein_3605
FACOAL181_num6,ocdcea_c,ocdcea,protein_3746,protein_3746
FACOAL181_num7,ocdcea_c,ocdcea,protein_4008,protein_4008
FACOAL181_num8,ocdcea_c,ocdcea,protein_4534,protein_4534
FACOAL181_num9,ocdcea_c,ocdcea,protein_4636,protein_4636
FACOAL181_num10,ocdcea_c,ocdcea,protein_5577,protein_5577
FACOAL181_num11,ocdcea_c,ocdcea,protein_5589,protein_5589
FACOAL181_num12,ocdcea_c,ocdcea,protein_5635,protein_5635
FACOAL181_num13,ocdcea_c,ocdcea,protein_5820,protein_5820
FACOAL181_num14,ocdcea_c,ocdcea,protein_6552,protein_6552
FACOAL181_num15,ocdcea_c,ocdcea,protein_6942,protein_6942
FACOAL181_num16,ocdcea_c,ocdcea,protein_7117,protein_7117
FACOAL1812_num2,vacc_c,vacc,protein_3211,protein_3211
FACOAL1812_num3,vacc_c,vacc,protein_3258,protein_3258
FACOAL1812_num4,vacc_c,vacc,protein_3746,protein_3746
FACOAL1812_num5,vacc_c,vacc,protein_4008,protein_4008
FACOAL1812_num6,vacc_c,vacc,protein_4534,protein_4534
FACOAL1812_num7,vacc_c,vacc,protein_5589,protein_5589
FACOAL181d11tpp_num2,vacc_p,vacc,protein_5818,protein_5818
FACOAL181d6t2pp_num2,ptsla_p,ptsla,protein_5818,protein_5818
FACOAL181t2pp_num2,ocdcea_p,ocdcea,protein_3526,protein_3526
FACOAL181t2pp_num3,ocdcea_p,ocdcea,protein_4008,protein_4008
FACOAL181t2pp_num4,ocdcea_p,ocdcea,protein_5818,protein_5818
FACOAL181t2pp_num5,ocdcea_p,ocdcea,protein_6942,protein_6942
FACOAL181t2pp_num6,ocdcea_p,ocdcea,protein_7117,protein_7117
FACOAL181t2pp_num7,ocdcea_p,ocdcea,protein_7745,protein_7745
FACOAL1821_num2,lnlc_c,lnlc,protein_3211,protein_3211
FACOAL1821_num3,lnlc_c,lnlc,protein_3258,protein_3258
FACOAL1821_num4,lnlc_c,lnlc,protein_3746,protein_3746
FACOAL1821_num5,lnlc_c,lnlc,protein_4008,protein_4008
FACOAL1821_num6,lnlc_c,lnlc,protein_4534,protein_4534
FACOAL1821_num7,lnlc_c,lnlc,protein_4636,protein_4636
FACOAL1821_num8,lnlc_c,lnlc,protein_5577,protein_5577
FACOAL1821_num9,lnlc_c,lnlc,protein_5589,protein_5589
FACOAL1821_num10,lnlc_c,lnlc,protein_7117,protein_7117
FACOAL182t2pp_num2,lnlc_p,lnlc,protein_5818,protein_5818
FACOAL50t2pp_num2,pta_p,pta,protein_5818,protein_5818
FACOAL50t2pp_num3,pta_p,pta,protein_6942,protein_6942
FACOAL60t2pp_num2,hxa_p,hxa,protein_3526,protein_3526
FACOAL60t2pp_num3,hxa_p,hxa,protein_4008,protein_4008
FACOAL60t2pp_num4,hxa_p,hxa,protein_5818,protein_5818
FACOAL60t2pp_num5,hxa_p,hxa,protein_6942,protein_6942
FACOAL60t2pp_num6,hxa_p,hxa,protein_7117,protein_7117
FACOAL60t2pp_num7,hxa_p,hxa,protein_7745,protein_7745
FACOAL70t2pp_num2,hpta_p,hpta,protein_5818,protein_5818
FACOAL80_num2,octa_c,octa,protein_3258,protein_3258
FACOAL80_num3,octa_c,octa,protein_3605,protein_3605
FACOAL80_num4,octa_c,octa,protein_3746,protein_3746
FACOAL80_num5,octa_c,octa,protein_4008,protein_4008
FACOAL80_num6,octa_c,octa,protein_4534,protein_4534
FACOAL80_num7,octa_c,octa,protein_4636,protein_4636
FACOAL80_num8,octa_c,octa,protein_4640,protein_4640
FACOAL80_num9,octa_c,octa,protein_5577,protein_5577
FACOAL80_num10,octa_c,octa,protein_7117,protein_7117
FACOAL80t2pp_num2,octa_p,octa,protein_3526,protein_3526
FACOAL80t2pp_num3,octa_p,octa,protein_4008,protein_4008
FACOAL80t2pp_num4,octa_p,octa,protein_5818,protein_5818
FACOAL80t2pp_num5,octa_p,octa,protein_6942,protein_6942
FACOAL80t2pp_num6,octa_p,octa,protein_7117,protein_7117
FACOAL80t2pp_num7,octa_p,octa,protein_7745,protein_7745
FACOAL90t2pp_num2,nona_p,nona,protein_5818,protein_5818
FACOALP100t2pp_num2,phedca_p,phedca,protein_5818,protein_5818
FACOALP50t2pp_num2,phept_p,phept,protein_5818,protein_5818
FACOALP60t2pp_num2,phehxa_p,phehxa,protein_5818,protein_5818
FACOALP70t2pp_num2,phehpa_p,phehpa,protein_5818,protein_5818
FACOALP80t2pp_num2,pheocta_p,pheocta,protein_5818,protein_5818
FACOALP90t2pp_num2,phenona_p,phenona,protein_5818,protein_5818
FACOALT60t2pp_num2,6atha_p,6atha,protein_5818,protein_5818
FACOAL_70_c_num2,hpta_c,hpta,protein_4008,protein_4008
FACOAL_70_c_num3,hpta_c,hpta,protein_4534,protein_4534
FADD17_num2,cchol_c,cchol,protein_3258,protein_3258
FADE233_num2,ibcoa_c,ibcoa,protein_8149,protein_8149
FADE281_num2,cholc8coa_c,cholc8coa,protein_2343,protein_2343
FADE51_num2,ocholc8coa_c,ocholc8coa,protein_2333,protein_2333
FADE52_num2,ocholc5coa_c,ocholc5coa,protein_2334,protein_2334
FADMQOR_num2,mqn8_c,mqn8,protein_6952 and protein_8012,protein_8012
FADMQOR_num2,mqn8_c,mqn8,protein_6952 and protein_8012,protein_6952
FADMQOR_num3,mqn8_c,mqn8,protein_2960 and protein_6952 and protein_8012,protein_8012
FADMQOR_num3,mqn8_c,mqn8,protein_2960 and protein_6952 and protein_8012,protein_2960
FADMQOR_num3,mqn8_c,mqn8,protein_2960 and protein_6952 and protein_8012,protein_6952
FADMQOR_num4,mqn8_c,mqn8,protein_2961 and protein_5653 and protein_8012,protein_8012
FADMQOR_num4,mqn8_c,mqn8,protein_2961 and protein_5653 and protein_8012,protein_5653
FADMQOR_num4,mqn8_c,mqn8,protein_2961 and protein_5653 and protein_8012,protein_2961
FADMQOR_num5,mqn8_c,mqn8,protein_5653 and protein_6952 and protein_8012,protein_8012
FADMQOR_num5,mqn8_c,mqn8,protein_5653 and protein_6952 and protein_8012,protein_5653
