reactions,data_type,kcat,MW,kcat_MW
XYLOS1,DLkcat,7.09,24597.909999999978,1037.6491336052543
GLYALDDr_num6,DLkcat,7.07,67971.62999999968,374.4503405317795
MSO3abcpp_num5,DLkcat,7.07,33056.464999999946,769.9552871125222
ACACT6r_num1,DLkcat,7.04,52175.83999999977,485.74205992658887
FACOAL181_num6,DLkcat,7.04,67322.8999999998,376.4543713951727
UREASE_num1,DLkcat,7.04,38612.609999999906,656.365886688314
ECOAH7_reverse_num2,DLkcat,7.04,83523.32999999975,303.43617765240054
RHACOARP50_reverse,DLkcat,7.03,96481.7349999996,262.30871573775187
DHFR_num2,DLkcat,7.03,19417.98499999997,1303.3278169696823
PDH_num4,DLkcat,6.99,9376.754999999996,2683.6576192936695
ADMDC_num1,DLkcat,6.99,42798.61999999991,587.962882915385
PYAM5PO_num1,DLkcat,6.99,19423.669999999984,1295.5327185851088
RNDR1_num5,DLkcat,6.98,19373.099999999977,1297.056227449403
SELR_num3,DLkcat,6.98,46494.4899999999,540.4511373283168
MSO3abc,DLkcat,6.98,60336.88499999983,416.46167182810433
ACSPHAC120_num1,DLkcat,6.96,45750.1799999999,547.669976380422
ACACT5r_reverse_num2,DLkcat,6.96,52175.83999999977,480.22226379105945
XYLK_num2,DLkcat,6.96,8471.675000000005,2957.620541392344
GPDDA1_num2,DLkcat,6.93,7306.090000000001,3414.6855568436736
ALATA_L_num1,DLkcat,6.93,27743.794999999976,899.2280976701285
ACOAD29f,DLkcat,6.93,45496.90999999988,548.3449315568918
PTHRP,DLkcat,6.9,21212.194999999996,1171.024497936211
PRPPS_num2,DLkcat,6.9,41054.209999999905,605.053659539425
TTRCYCt7pp,DLkcat,6.9,42212.17499999989,588.4558187300244
PABB,DLkcat,6.9,32820.42499999996,756.8457751537352
GCALDD_num3,DLkcat,6.87,23962.43999999996,1032.1152603825003
AACPS9_num1,DLkcat,6.87,28507.144999999975,867.5719718688077
GLS2,DLkcat,6.87,24597.909999999978,1005.4512761450067
NABTNO_num1,DLkcat,6.86,9124.429999999998,2706.58002746473
FACOAL180_num5,DLkcat,6.86,67322.8999999998,366.8291175810916
GTHRDabc2pp_num4,DLkcat,6.86,60520.014999999796,408.0633489598455
ALDD1_num2,DLkcat,6.86,11778.610000000002,2096.6820363353568
METDabcpp_num1,DLkcat,6.83,26718.549999999992,920.2595200712616
OIVD3_num1,DLkcat,6.83,23686.58999999999,1038.055710003002
PROR_reverse,DLkcat,6.83,15463.310000000001,1590.0864691970864
GLTPD_reverse_num1,DLkcat,6.83,32323.839999999924,760.6769492733555
FACOAL141t2pp_num3,DLkcat,6.83,45750.1799999999,537.4405084307876
ALCD2ir_reverse_num1,DLkcat,6.83,43387.574999999844,566.7060212514779
KAT32_num2,DLkcat,6.79,42423.414999999906,576.1912377869639
OIVD1r_reverse_num4,DLkcat,6.78,11806.480000000001,2067.339291643233
ACSPHAC140_num1,DLkcat,6.78,45750.1799999999,533.5060976809283
VCOAD_reverse_num2,DLkcat,6.78,45496.90999999988,536.475993644405
SHSL2,DLkcat,6.74,16385.824999999997,1480.7920870630562
KAT24_num2,DLkcat,6.74,42423.414999999906,571.9482978916255
CDGUNPD_num1,DLkcat,6.74,63350.8799999998,383.0096756351305
BALAt2r,DLkcat,6.67,25295.934999999965,949.2434258706007
CITt_kt_num1,DLkcat,6.67,38216.204999999936,628.3198449453587
ACOAD7f_num2,DLkcat,6.67,45496.90999999988,527.7721058419146
ALCD2y_num1,DLkcat,6.67,32323.839999999924,742.8572842830572
pentso3abcpp_num1,DLkcat,6.67,35562.04999999999,675.2141679121426
BSCT,DLkcat,6.67,29316.389999999978,819.0640116330837
PE140abcpp_num1,DLkcat,6.67,35748.04999999989,671.7009738992778
2AGPEAT180_num2,DLkcat,6.67,18083.639999999974,1327.830016523224
ACOAD7f_num1,DLkcat,6.6,29834.37999999997,796.3966403860253
ASPSALy,DLkcat,6.6,44687.024999999885,531.6979593069814
OMCDC_num1,DLkcat,6.6,11919.355,1993.396454757829
GALKr_reverse,DLkcat,6.6,14548.86000000001,1633.1176463310517
MCTC_1,DLkcat,6.59,65939.15499999984,359.78623019964476
ADMDC_num2,DLkcat,6.59,24029.68999999999,987.2786540317419
ACOAD5f_reverse_num3,DLkcat,6.59,29834.37999999997,795.1899788096829
SMIA2abc,DLkcat,6.58,53244.549999999814,444.8906038270599
ORNabcpp_num2,DLkcat,6.57,48697.199999999815,485.69527611443965
OIVD1r_num3,DLkcat,6.57,23686.58999999999,998.5396800468118
INDPYRD,DLkcat,6.56,49189.76499999991,480.09987443526194
AGPR_reverse_num2,DLkcat,6.56,24073.35999999998,981.0014057032347
PGP120abcpp_num2,DLkcat,6.52,31175.654999999955,752.8951677198132
G3PGabcpp_num3,DLkcat,6.51,24532.724999999973,955.295426822745
FACOAL60t2pp_num1,DLkcat,6.51,40350.88999999988,580.805033048839
HACD1_1,DLkcat,6.5,27655.574999999975,846.1223460369209
ALDD3y_num1,DLkcat,6.5,67971.62999999968,344.2612748877746
SHGO,DLkcat,6.5,27621.159999999967,847.1765849080932
GLYC3Pabcpp_num1,DLkcat,6.49,42368.13499999991,551.4521703634123
ALPHNH_num1,DLkcat,6.49,38612.609999999906,605.0873017907895
GALabcpp_num6,DLkcat,6.49,4192.085,5573.360272990648
THMabcpp_num1,DLkcat,6.49,31175.654999999955,749.4309261505502
ABUTD_num7,DLkcat,6.44,16193.309999999985,1431.702351156127
GALCTNLt2pp,DLkcat,6.44,31487.714999999935,736.2871519892774
AMPTASECG_num1,DLkcat,6.44,50676.04999999982,457.4942206426918
XAND_num8,DLkcat,6.44,37851.144999999946,612.5045886987047
PPOR_num3,DLkcat,6.44,27295.96499999999,849.3563059595075
ALCD2ir_num3,DLkcat,6.44,11778.610000000002,1968.3137483964572
ACACT7r_num7,DLkcat,6.44,42423.414999999906,546.4906585195947
GLYCLTDx_num3,DLkcat,6.43,31923.894999999946,725.0994905226959
RHACOAR121d6_reverse,DLkcat,6.43,96481.7349999996,239.92105863353407
ACSPHACP60,DLkcat,6.43,45750.1799999999,505.9652224319129
ACOAD8f_num1,DLkcat,6.43,29834.37999999997,775.8833935882034
HVCD_reverse_num1,DLkcat,6.35,27655.574999999975,826.5964457437613
LEVUACOAL,DLkcat,6.35,16179.259999999993,1412.9199975771458
MDDCP5pp_num1,DLkcat,6.34,15664.679999999991,1457.0358283731307
PE140abcpp_num2,DLkcat,6.34,31175.654999999955,732.1097183042356
ACOAD34f_reverse,DLkcat,6.34,45496.90999999988,501.66044243444355
FACOAL181_num2,DLkcat,6.34,15875.899999999987,1437.6507788534834
HXAND_num5,DLkcat,6.31,37851.144999999946,600.140365634911
FACOAL100t2pp_num1,DLkcat,6.31,40350.88999999988,562.9615604513324
METS_num6,DLkcat,6.31,65939.15499999984,344.4994101001151
DALAabcpp,DLkcat,6.31,41403.18999999991,548.6533767084143
DKGLCNR1_num1,DLkcat,6.29,30974.669999999976,731.048950642574
CHLt2pp_num1,DLkcat,6.29,23334.919999999987,970.3911562585178
FBP_num3,DLkcat,6.29,28897.794999999955,783.5891977225265
HACD9_num2,DLkcat,6.27,96481.7349999996,233.951016739076
HEXSabc,DLkcat,6.27,60336.88499999983,374.09952469372695
ALR2_num4,DLkcat,6.24,28101.024999999976,799.4014453209454
PPGPPDP_num3,DLkcat,6.24,14170.989999999998,1585.2103487476884
ACACT6r_reverse_num1,DLkcat,6.24,52175.83999999977,430.5440985712947
METSOX1abc,DLkcat,6.24,33393.689999999944,672.7019385997785
XYLANabc_num2,DLkcat,6.24,39323.4449999999,571.2622584313266
GTHRDabc2pp_num2,DLkcat,6.24,13941.514999999994,1611.3026453724729
ABUTD_num5,DLkcat,6.24,67971.62999999968,330.4908238922636
ALDD2x_num1,DLkcat,6.24,28303.47499999995,793.6834611297743
3MBt4pp,DLkcat,6.22,33955.54999999992,659.450369674473
GND_num3,DLkcat,6.22,32909.629999999954,680.4087435805274
RHACOAR141d5,DLkcat,6.22,96481.7349999996,232.08537864705787
PPItex_reverse,DLkcat,6.2,19537.92,1142.3938679245284
FDMO2_1,DLkcat,6.2,21695.49999999999,1028.7847710354688
ACACT2r_reverse_num3,DLkcat,6.18,29316.389999999978,758.8928923376998
RHACOAR90,DLkcat,6.18,96481.7349999996,230.59286817344332
ALCD1_reverse_num3,DLkcat,6.18,10221.954999999994,2176.4916789400863
ACOAD8f_num2,DLkcat,6.18,45496.90999999988,489.0002419944576
NOR_syn_1,DLkcat,6.18,54688.64499999985,406.81205394648305
SSALx_num1,DLkcat,6.18,41951.28499999988,530.3294046892738
DPCOAK,DLkcat,6.13,22224.254999999972,992.9691681453452
ALDD31_reverse,DLkcat,6.13,28303.47499999995,779.6922462701148
LCADi_num3,DLkcat,6.13,45367.60999999985,486.4263292688346
FACOAL141_num1,DLkcat,6.12,15875.899999999987,1387.7638433096718
ALDD2y_num3,DLkcat,6.1,67971.62999999968,323.0759656639116
GALt2_num1,DLkcat,6.09,37619.31499999988,582.785731212811
GLYBti4pp_num3,DLkcat,6.09,41852.04499999984,523.8453700410597
ACOADH2_num1,DLkcat,6.09,13451.549999999992,1629.8493482163776
KAT25_num2,DLkcat,6.09,42423.414999999906,516.7900792522254
FADE30,DLkcat,6.09,103117.1449999997,212.61255827049968
OIVD1r_reverse_num3,DLkcat,6.09,23686.58999999999,925.5870093584603
PMDPHT_num1,DLkcat,6.07,20306.809999999987,1076.0922074909852
OIVD1r_num1,DLkcat,6.07,23686.58999999999,922.5473147464455
GLYC2Pabcpp,DLkcat,6.07,24532.724999999973,890.7286084199787
FACOAL80_num4,DLkcat,6.07,67322.8999999998,324.58494806373557
TRPAS1,DLkcat,6.06,16385.824999999997,1331.3946658163384
HACD4i_num1,DLkcat,6.06,33730.06999999995,646.7819367110721
2DHPFALDL_reverse,DLkcat,6.06,20116.774999999965,1084.4680621024015
OBDHc_num1,DLkcat,6.06,11806.480000000001,1847.798835893509
FACOAL161t2pp_num1,DLkcat,6.06,40350.88999999988,540.6572197044492
PE161abcpp_num1,DLkcat,6.06,35748.04999999989,610.2710497495686
LDH_D_reverse_num2,DLkcat,6.06,39753.47999999991,548.7821443556652
TRE6PP_num1,DLkcat,6.06,34385.08999999992,634.461041108226
FACOAL180_num1,DLkcat,6.06,18083.639999999974,1206.3942878756727
PG141abcpp_num1,DLkcat,6.06,35748.04999999989,610.2710497495686
SULFACabcpp_num1,DLkcat,6.05,60336.88499999983,360.9732255816664
DHACOAH_num1,DLkcat,6.04,10430.235000000002,2084.708542041478
HACD11i_num1,DLkcat,6.04,33730.06999999995,644.6473428605406
XTSNH,DLkcat,6.04,31424.269999999975,691.9492481448262
ACACT7r_num2,DLkcat,6.04,41061.154999999875,529.5515920095298
AHCYSNS,DLkcat,6.04,15601.670000000004,1393.696956800137
PGCD_num3,DLkcat,6.04,31923.894999999946,681.1198946745075
MOBDabcpp_num8,DLkcat,6.02,8271.204999999998,2620.1744485839736
ACSPHACT40,DLkcat,6.02,45750.1799999999,473.7030542830662
HXAND_num2,DLkcat,6.02,37059.824999999924,584.7841969032515
SUCBZL_num1,DLkcat,6.0,18323.899999999987,1178.7883583734913
DPCOAK_1,DLkcat,6.0,22224.254999999972,971.911094432638
CYST_II,DLkcat,6.0,26738.09499999996,807.836160354731
CYSTS_num2,DLkcat,6.0,20452.014999999985,1056.1306550968213
TAURabcpp_num1,DLkcat,6.0,35562.04999999999,607.389056592632
ALCD2y_reverse_num2,DLkcat,6.0,169379.26500000118,127.52446410722027
SBTD_D2_num3,DLkcat,6.0,85958.95999999974,251.2827051420825
FACOAL1812_num4,DLkcat,6.0,67322.8999999998,320.84179380270405
CHOLCOA,DLkcat,6.0,10844.875,1991.7242015237612
KAT21_num2,DLkcat,6.0,42423.414999999906,509.1527874406162
ETHSO3abcpp_num1,DLkcat,6.0,60336.88499999983,357.9899757834708
BUTSO3abcpp_num6,DLkcat,6.0,60336.88499999983,357.9899757834708
KAT10_num2,DLkcat,6.0,42423.414999999906,509.1527874406162
HMPK1_num2,DLkcat,5.99,26861.864999999987,802.773746350077
ALDD20y_num3,DLkcat,5.99,67971.62999999968,317.25000562734925
BTS_num5,DLkcat,5.97,56750.02999999985,378.7134561867202
CYSS_2,DLkcat,5.96,47056.38499999989,455.96362746522175
CHOLt4ipp_num3,DLkcat,5.95,41852.04499999984,511.80294774126526
ADOCBIAH,DLkcat,5.95,35660.90999999994,600.6576949382402
OBDHc_num2,DLkcat,5.94,11806.480000000001,1811.208759935222
SKMt2pp_num4,DLkcat,5.94,16623.824999999986,1286.3465538165865
GLYCLTDy_num2,DLkcat,5.93,31923.894999999946,668.7153932814288
TRE6PP_num4,DLkcat,5.93,15235.019999999999,1401.2452888148491
AT_MBD2_reverse,DLkcat,5.92,23686.58999999999,899.7496051563357
GALKr,DLkcat,5.92,14548.86000000001,1464.8570403454282
AACOAR_syn,DLkcat,5.92,96481.7349999996,220.89155009494897
PPAt4pp,DLkcat,5.9,33955.54999999992,625.5236625529567
OBTFL,DLkcat,5.9,14246.930000000002,1490.8475018828615
2AGPGAT141_num2,DLkcat,5.87,18083.639999999974,1168.5700445264356
ALCD1_reverse_num5,DLkcat,5.87,10386.869999999997,2034.4916225966058
ALLTAMH_num2,DLkcat,5.81,32880.47499999993,636.1221971397932
XYLabcpp_num1,DLkcat,5.81,21501.29999999999,972.7783901438523
ALATA_L_reverse_num4,DLkcat,5.81,13736.994999999999,1522.6037426671555
FACOAL160_num6,DLkcat,5.8,41489.129999999845,503.2643489993663
OCBT_reverse,DLkcat,5.8,25385.71999999996,822.5096629128515
HACD8_num1,DLkcat,5.8,27655.574999999975,755.0014780021756
ALR2_num8,DLkcat,5.8,39422.82999999997,529.6423417598385
ALDD20x_num2,DLkcat,5.8,45367.60999999985,460.2402462902514
2AGPGAT180_num2,DLkcat,5.8,18083.639999999974,1154.6347969767164
ACOAD4f_reverse_num4,DLkcat,5.77,45496.90999999988,456.5584783669936
ASP1DC_num1,DLkcat,5.76,56487.4899999998,367.0901291595727
ALCD2y_num5,DLkcat,5.76,17037.585,1217.0738986775416
ACTNabc1,DLkcat,5.7,24527.74999999998,836.6034389619927
RNDR4b_num2,DLkcat,5.7,30439.059999999943,674.1338267344668
3PEPTabcpp_num3,DLkcat,5.7,26929.37999999995,761.9930351162944
CYTDH,DLkcat,5.7,31424.269999999975,652.99846265323
ICDHx_reverse_num2,DLkcat,5.7,10750.2,1908.801696712619
ACOAD2f_reverse_num2,DLkcat,5.68,29834.37999999997,685.3837753625187
PGP160abcpp_num1,DLkcat,5.68,35748.04999999989,572.0032281481106
HPPK_num4,DLkcat,5.68,50737.0199999998,403.019333811881
ABUTt2r,DLkcat,5.62,25295.934999999965,799.8123018579873
G3PT_num2,DLkcat,5.62,42099.07999999986,480.58057325718437
BCT1_syn,DLkcat,5.62,35562.04999999999,568.9210830084319
HACD1i_num2,DLkcat,5.6,33730.06999999995,597.6862781488455
DDPGA_reverse_num1,DLkcat,5.6,17891.289999999994,1126.8052778754359
MPL_num1,DLkcat,5.59,13168.064999999991,1528.242760041055
GLXCBL,DLkcat,5.57,38754.099999999926,517.4162217675043
ISETACabcpp_num2,DLkcat,5.57,60336.88499999983,332.3340275189887
ALCD19y_reverse_num2,DLkcat,5.57,11778.610000000002,1702.4080090944515
DINSK,DLkcat,5.57,40516.944999999876,494.9040457023614
TMPPP_num1,DLkcat,5.57,28404.32499999996,705.9488299757177
OIVD3_num5,DLkcat,5.57,11806.480000000001,1698.3893590638359
INDPYRD_reverse,DLkcat,5.57,49189.76499999991,407.6457775311599
LCARS_reverse_num2,DLkcat,5.57,10221.954999999994,1961.6599760026347
GPDDA4_1_num1,DLkcat,5.56,37787.36999999989,529.7007968535534
RHACOAR100_reverse,DLkcat,5.56,96481.7349999996,207.45895583241827
GLYBti4pp_num1,DLkcat,5.56,23334.919999999987,857.7702430520444
LALDO2x_num3,DLkcat,5.56,24998.904999999984,800.6750695680475
NABTNO_num2,DLkcat,5.54,45367.60999999985,439.6087869737918
FACOAL180_num4,DLkcat,5.54,15853.129999999996,1258.0480952341907
TAURabc_num5,DLkcat,5.53,60336.88499999983,329.94742768043227
SSALy_num3,DLkcat,5.53,77023.51999999984,258.4665047767233
INSCR,DLkcat,5.53,28507.144999999975,698.351237908953
ACSPHACT60,DLkcat,5.53,45750.1799999999,435.1458289344445
ACACT7r_reverse_num2,DLkcat,5.52,41061.154999999875,483.96105759811337
MALTHXabcpp_num2,DLkcat,5.52,42368.13499999991,469.0317381211149
MOBDabc_num1,DLkcat,5.52,54233.7799999998,366.4137000961407
ASLP_reverse,DLkcat,5.52,62490.71999999986,317.99921652367016
G3PSabcpp_num1,DLkcat,5.47,42368.13499999991,464.7832622323367
ACTD2_num1,DLkcat,5.47,29449.42499999996,668.6717991947221
ACOAD30f,DLkcat,5.45,45496.90999999988,431.2380774870217
CYTB_B2_num2,DLkcat,5.45,69361.6199999997,282.8653656013237
RHACOAR121d5_reverse,DLkcat,5.45,96481.7349999996,203.35455202997835
PROt2r_num3,DLkcat,5.44,37649.47499999992,520.1666158691468
G3PEabcpp_num2,DLkcat,5.42,24532.724999999973,795.3458085068015
BETALDHx_num4,DLkcat,5.42,19107.94999999998,1021.1456488006312
RECOAH24_reverse,DLkcat,5.42,51903.3199999998,375.9297093133941
GLYGLYCNc,DLkcat,5.42,22283.799999999974,875.6136745079395
DAGK160_num1,DLkcat,5.42,16852.919999999995,1157.7815595160962
FMNRx_num2,DLkcat,5.42,33953.81999999994,574.6628803474847
FACOAL182t2pp_num1,DLkcat,5.4,45750.1799999999,424.9163609848102
RHACOARP40_reverse,DLkcat,5.4,96481.7349999996,201.4889139379602
ALR2_num5,DLkcat,5.39,26157.019999999942,741.8276240947953
ALCD19_num4,DLkcat,5.39,10386.869999999997,1868.1277420435613
HPYRRy_num1,DLkcat,5.39,22533.074999999953,861.1341328247494
FADE281_num1,DLkcat,5.39,46139.37499999991,420.55186053127153
PA160abcpp_num1,DLkcat,5.39,35748.04999999989,542.7988379785768
OCBT_1_reverse,DLkcat,5.38,25385.71999999996,762.9486183570932
AHCi_num1,DLkcat,5.35,46664.54499999985,412.73305032761084
PGP181abcpp_num2,DLkcat,5.35,31175.654999999955,617.7897465185584
LCADi_num1,DLkcat,5.31,41951.28499999988,455.67138169903626
ACS_num4,DLkcat,5.31,19059.049999999974,1002.9880817774247
SSALy_num1,DLkcat,5.3,28303.47499999995,674.122170510866
BALAMDAH,DLkcat,5.24,18640.99499999998,1011.9631489628113
PDE1_num1,DLkcat,5.24,8054.764999999998,2341.967766905677
HACD21i_num1,DLkcat,5.24,33730.06999999995,559.2635888392768
FACOAL181t2pp_num1,DLkcat,5.2,40350.88999999988,463.930287535171
PA181abcpp_num1,DLkcat,5.2,35748.04999999989,523.6649271778477
BZSCD,DLkcat,5.13,20537.54499999997,899.2311398465604
GLYBt2r_num1,DLkcat,5.13,109768.02499999954,168.24571636412404
ACOAD5_1_reverse_num2,DLkcat,5.13,40475.56499999986,456.2752860892755
PEAMNO,DLkcat,5.13,33445.17999999995,552.1871910989873
SAOR,DLkcat,5.13,96481.7349999996,191.4144682410622
FACOAL1812_num2,DLkcat,5.13,15875.899999999987,1163.272633362519
ECOAH2_reverse_num2,DLkcat,5.13,83523.32999999975,221.1118737722748
HMPK1_num1,DLkcat,5.1,28404.32499999996,646.3804367820754
GALURt2r_num1,DLkcat,5.1,15628.675000000003,1174.7636955787996
LALDO_reverse,DLkcat,5.09,10386.869999999997,1764.1503166979085
RBK_num1,DLkcat,5.09,21908.19499999999,836.3993473675038
MPTG2_num1,DLkcat,5.09,15436.039999999997,1187.0920261932467
ECOAH6_reverse_num2,DLkcat,5.08,83523.32999999975,218.9567872832663
ACt2rpp,DLkcat,5.08,33955.54999999992,538.5864755540712
OIVD2_num3,DLkcat,5.08,23686.58999999999,772.0824314517205
PKETF,DLkcat,5.05,35620.06499999994,510.3864914339722
PFK_3,DLkcat,5.05,29142.964999999967,623.8212206616595
RBK_L1,DLkcat,5.05,77412.1549999997,234.8468402668815
FACOAL141t2pp_num2,DLkcat,5.04,40182.154999999904,451.5437263133359
DAPAL,DLkcat,5.03,10945.430000000002,1654.3890920685617
RHACOARP70_reverse,DLkcat,5.03,96481.7349999996,187.68319205702588
PERD_num2,DLkcat,5.03,31923.894999999946,567.2240182471478
ECOAH9ir_num7,DLkcat,5.03,45435.804999999826,398.5403141861373
BTS_nadph,DLkcat,5.03,17037.585,1062.8266858243114
DHDPS_num2,DLkcat,5.03,64731.2199999999,279.7413674576198
RECOAH10_reverse,DLkcat,4.97,51903.3199999998,344.7178330788872
PYRt4pp,DLkcat,4.97,33955.54999999992,526.92416998105
SDPTA_reverse_num3,DLkcat,4.94,14769.989999999994,1204.0631036310795
FACOALP80t2pp_num1,DLkcat,4.94,45750.1799999999,388.71978208610415
ALDD20y_num2,DLkcat,4.92,45367.60999999985,390.41069168069595
GNK_1,DLkcat,4.92,77412.1549999997,228.8012780421895
G3PCabcpp_num1,DLkcat,4.92,42368.13499999991,418.05002745577633
HACD1i_num1,DLkcat,4.9,27655.574999999975,637.8460762432173
ARGt2r_num1,DLkcat,4.86,25295.934999999965,691.6526311440958
ACACT1r_reverse_num4,DLkcat,4.86,30005.779999999944,583.0876584444741
FACOAL_70_c_num1,DLkcat,4.86,18083.639999999974,967.5043298804901
PA161abcpp_num2,DLkcat,4.86,31175.654999999955,561.207134220597
NACODA_num1,DLkcat,4.86,21690.564999999984,806.617992661787
PDXPP_num1,DLkcat,4.82,71843.43999999987,241.5251830925695
HACD2_reverse_num1,DLkcat,4.82,27655.574999999975,627.4322627535322
RECOAH17_reverse,DLkcat,4.76,51903.3199999998,330.15229083611734
GLUDxi_reverse_num1,DLkcat,4.76,34798.814999999944,492.4305612130766
THFAT_num1,DLkcat,4.76,25333.29500000001,676.4220761649834
UPPDC1,DLkcat,4.68,21674.924999999992,777.3037276945598
ALDD31,DLkcat,4.68,28303.47499999995,595.2625958473308
RHACOARP70,DLkcat,4.68,96481.7349999996,174.62372541289884
CITt2r,DLkcat,4.66,25151.179999999964,667.0064784236773
PERD_reverse_num1,DLkcat,4.66,39753.47999999991,422.0007908741584
PTRCt2pp_num1,DLkcat,4.66,17213.04999999997,974.6093806733861
ECOAH3_reverse_num2,DLkcat,4.66,83523.32999999975,200.85406077559466
HACD9_num1,DLkcat,4.66,67789.2649999997,247.47281151374153
KAT15,DLkcat,4.66,42423.414999999906,395.4419982455452
OPAH_num2,DLkcat,4.63,10718.190000000004,1555.1133167073913
ACS_num1,DLkcat,4.59,4373.9800000000005,3777.795051646326
GLUabc_num1,DLkcat,4.59,30419.24499999995,543.2087482776126
DNTPPA_num2,DLkcat,4.59,44283.574999999844,373.1406057437788
PEAMNOpp,DLkcat,4.57,28483.104999999952,577.605566527948
AHMMPS,DLkcat,4.57,18153.425,906.2752621061866
GNKr_reverse_num1,DLkcat,4.54,8471.675000000005,1929.2524795863853
SUCBZL_num3,DLkcat,4.48,17971.680000000008,897.4119281002107
OXPTNDH,DLkcat,4.48,44687.024999999885,360.9101299538298
GLCOASYNT_num1,DLkcat,4.48,23686.58999999999,680.8915930912812
THIORDXi_num1,DLkcat,4.48,19373.099999999977,832.49454140019
ADEt2rpp_num2,DLkcat,4.48,53092.01999999986,303.77446554115
GNKr_num2,DLkcat,4.48,77412.1549999997,208.33937512784738
FADE51_num2,DLkcat,4.44,44193.24499999988,361.6842347738901
ECOAH7_reverse_num4,DLkcat,4.43,41138.68499999984,387.6643115840981
FEDCabc_num4,DLkcat,4.43,14516.595000000008,1098.6047347880126
ICITt_kt,DLkcat,4.43,38216.204999999936,417.3098820251782
AMPTASEGGLN,DLkcat,4.43,22283.799999999974,715.6768594225409
LYSabc_num2,DLkcat,4.43,30419.24499999995,524.2733670740356
34HPPOR,DLkcat,4.43,27295.96499999999,584.2621794100338
HISabc_num1,DLkcat,4.43,30419.24499999995,524.2733670740356
ACS2_num4,DLkcat,4.43,65998.97499999973,241.64011638059625
MICITDr,DLkcat,4.43,29876.354999999938,533.8000569346573
ACACT8r_num3,DLkcat,4.43,29316.389999999978,543.9960377113284
MMTSAO,DLkcat,4.42,11638.51,1367.1853183955677
HPYRRx_num3,DLkcat,4.38,31923.894999999946,493.9246918335005
HXAND_num10,DLkcat,4.38,17581.59999999999,896.8467033717072
HACD3_num1,DLkcat,4.38,27655.574999999975,570.1562885602636
AAAN_reverse,DLkcat,4.38,47125.44999999982,334.596274412235
PDHbr_num1,DLkcat,4.38,23686.58999999999,665.6931200312079
PA141abcpp_num1,DLkcat,4.38,35748.04999999989,441.08699635364866
5DKGR_reverse_num1,DLkcat,4.32,12478.619999999999,1246.2916572505617
GLCRt2rpp,DLkcat,4.32,31487.714999999935,493.90690940895627
ALCD1_num4,DLkcat,4.32,25247.69499999999,615.9770228529776
ALCD19y_reverse_num3,DLkcat,4.32,17037.585,912.8054240081563
ACACT5r_1_reverse,DLkcat,4.3,42423.414999999906,364.89283099910824
PGCD_num1,DLkcat,4.3,22533.074999999953,686.9901245169615
KAT28_num2,DLkcat,4.3,42423.414999999906,364.89283099910824
ABUTD_num4,DLkcat,4.3,45367.60999999985,341.2125963876001
FACOAL80_num1,DLkcat,4.3,15875.899999999987,975.0628310835929
MANt2_num1,DLkcat,4.21,37619.31499999988,402.878149163536
ACSPHAC121d6_num1,DLkcat,4.19,45750.1799999999,329.70362083821385
ILEabc_num1,DLkcat,4.19,30419.24499999995,495.8702952686704
CYSS_num5,DLkcat,4.19,47056.38499999989,320.5516105837717
GGGABADxr_reverse,DLkcat,4.12,37569.41999999988,394.7891662953553
FACOAL80_num2,DLkcat,4.12,49918.88999999988,297.12199129427825
ACOAD3f_num1,DLkcat,4.12,23767.039999999957,624.057518311074
RNDR2b_num1,DLkcat,4.12,12008.900000000001,1235.0839793819582
ECOAH2c_num1,DLkcat,4.11,45435.804999999826,325.64626069682396
MEPCT_1,DLkcat,4.11,44514.33499999986,332.38730849287197
G6PP_num1,DLkcat,4.11,8410.659999999998,1759.1960678472326
GLUTCOADHc,DLkcat,4.11,12170.824999999999,1215.6940881164592
BTS_num2,DLkcat,4.11,9820.195000000002,1506.6910585787757
FALDtpp2_num1,DLkcat,4.11,42212.17499999989,350.5149876783189
G3PSabcpp_num2,DLkcat,4.08,24532.724999999973,598.710497916559
CYSabc2pp_num2,DLkcat,4.08,20639.069999999978,711.659973051112
ECOAH3_reverse_num4,DLkcat,4.08,41138.68499999984,357.03620570273597
GGGABADr,DLkcat,4.07,37569.41999999988,389.9980356364311
IBHH,DLkcat,4.07,17037.585,859.9810360447212
ECOAH2_reverse_num4,DLkcat,4.07,41138.68499999984,356.1611169632685
THRPDC_num3,DLkcat,4.07,37560.16499999989,390.0941329730592
FACOAL1821_num1,DLkcat,4.05,18083.639999999974,806.2536082337417
PE160abcpp_num2,DLkcat,4.05,31175.654999999955,467.6726118504975
ECOAH4_reverse_num5,DLkcat,4.05,13451.549999999992,1083.889960636507
ABUTD_num1,DLkcat,4.05,28303.47499999995,515.13109256019
MN6PP_num1,DLkcat,4.05,20306.809999999987,717.9857397592241
SELabcpp_num4,DLkcat,4.0,60336.88499999983,238.6599838556472
FACOAL181d11tpp_num1,DLkcat,3.96,45750.1799999999,311.6053313888608
HBCHLR_reverse_num1,DLkcat,3.96,51903.3199999998,274.6645108636606
ACLS_num1,DLkcat,3.96,38754.099999999926,367.8578524594824
FACOAL1821_num4,DLkcat,3.95,67322.8999999998,211.22084758678014
SLNTtpp,DLkcat,3.94,8271.204999999998,1714.8650045549593
ALDD20x_num1,DLkcat,3.85,9124.429999999998,1518.9989950057156
RHACOARP40,DLkcat,3.85,96481.7349999996,143.65413308539755
