reactions,data_type,kcat,MW,kcat_MW
ORNTA_reverse_num2,DLkcat,10.73,30171.23999999997,1280.2920927346718
GGDAPDxr_reverse,DLkcat,10.73,37569.41999999988,1028.1766394051365
ALDD19xr_num3,DLkcat,10.73,19107.94999999998,2021.5669394152717
DGNSK_num1,DLkcat,10.73,40516.944999999876,953.378888758768
ACTNabc_num2,DLkcat,10.73,24527.74999999998,1574.8692807126633
HACD20i_num1,DLkcat,10.72,33730.06999999995,1144.142303884933
LDH_D_num2,DLkcat,10.72,39753.47999999991,970.7829352298236
ALCD2y_reverse_num6,DLkcat,10.72,13540.93,2850.025810634868
HEX1_num2,DLkcat,10.72,8410.659999999998,4588.4627365747765
LALDO,DLkcat,10.71,10386.869999999997,3711.9940848398037
LACZpp_num2,DLkcat,10.71,24597.909999999978,1567.4502427238751
GTHRDt2_1_num8,DLkcat,10.71,84472.74999999962,456.4312159838548
ADCS_num5,DLkcat,10.71,32560.39499999996,1184.1379688422098
FACOAL1812_num5,DLkcat,10.7,45750.1799999999,841.9639004699017
HEX7_num3,DLkcat,10.7,36906.84499999994,1043.7088296222573
ACACT2r_num2,DLkcat,10.69,41061.154999999875,937.236178573158
ECOAH12_num1,DLkcat,10.69,23782.929999999975,1618.135360109122
ACACT9_num1,DLkcat,10.69,41061.154999999875,937.236178573158
OXPTNDH_reverse,DLkcat,10.59,44687.024999999885,853.1335437971111
ALAabcpp_num1,DLkcat,10.59,54233.7799999998,702.9567181192264
RHACOAR140,DLkcat,10.59,96481.7349999996,395.1421478894442
AACOAR_syn_reverse,DLkcat,10.59,96481.7349999996,395.1421478894442
ACACT1r_reverse_num2,DLkcat,10.59,52175.83999999977,730.6830134407068
FACOAL160_num1,DLkcat,10.59,18083.639999999974,2108.2038793074876
THDPS,DLkcat,10.59,38137.189999999915,999.6541433702924
HMPK4_num1,DLkcat,10.58,28404.32499999996,1340.9225531675213
AKGDH_num3,DLkcat,10.58,23686.58999999999,1607.9984497557487
FACOAL80_num3,DLkcat,10.57,41489.129999999845,917.1558911936727
FACOAL140_num1,DLkcat,10.57,18083.639999999974,2104.222380007568
VALabcpp_num4,DLkcat,10.57,60588.684999999765,628.0380569408322
MOBDabc_num8,DLkcat,10.57,141989.47000000026,267.99170389184445
ACOAD22f,DLkcat,10.57,45496.90999999988,836.3644915665724
3NUCLE3_reverse,DLkcat,10.5,21899.249999999975,1726.0865098119818
DIPEPabc1_num2,DLkcat,10.5,14945.260000000002,2529.230003358924
NI2uabcpp_num1,DLkcat,10.5,17603.32999999999,2147.320989835447
LCYSTabc,DLkcat,10.49,60336.88499999983,625.8858076614348
ECOAH4_reverse_num1,DLkcat,10.46,23782.929999999975,1583.320473970198
LCARS_reverse_num1,DLkcat,10.46,32323.839999999924,1164.9605987407465
TDP_num2,DLkcat,10.46,71843.43999999987,524.1397126863645
XANt2pp_num1,DLkcat,10.46,35531.789999999935,1059.7833658253655
GNK,DLkcat,10.46,8471.675000000005,4444.929721690218
RECOAH9_reverse,DLkcat,10.43,51903.3199999998,723.4219313909041
DHBD_reverse_num1,DLkcat,10.43,96481.7349999996,389.17210599498605
CSNt2_num2,DLkcat,10.43,78502.86499999982,478.3010148737895
DMSOR1pp_num1,DLkcat,10.42,33042.3499999999,1135.2703424544598
ACOAD21f_reverse,DLkcat,10.42,45496.90999999988,824.4955536540855
FACOAL60t2pp_num2,DLkcat,10.42,40182.154999999904,933.5487357509842
ACOAD25f_reverse,DLkcat,10.42,45496.90999999988,824.4955536540855
ACOAD1f_num1,DLkcat,10.42,29834.37999999997,1257.341362548846
AMMQLT8_num1,DLkcat,10.42,33615.5249999999,1115.912959860068
GLY3Pt2,DLkcat,10.42,31487.714999999935,1191.321758342899
ACACT5r_num4,DLkcat,10.41,29316.389999999978,1278.3292895203
GNKr_reverse_num2,DLkcat,10.41,77412.1549999997,484.1100212234131
AKGDH_num1,DLkcat,10.41,23686.58999999999,1582.161045553624
ACSPHAC121_num1,DLkcat,10.41,45750.1799999999,819.1443181207175
CMCMSAD,DLkcat,10.41,67971.62999999968,551.347672551036
HSERTA_num2,DLkcat,10.41,49873.78999999982,751.4167261000244
ETHSO3abcpp_num2,DLkcat,10.41,60336.88499999983,621.1126079843218
2AGPEAT141_num1,DLkcat,10.4,28507.144999999975,1313.3549501361863
GLYabc_num1,DLkcat,10.4,30419.24499999995,1230.7997782324992
NABTNO_num4,DLkcat,10.4,44777.04499999987,836.1427155365011
ASPK_num1,DLkcat,10.4,33540.12499999996,1116.2749095300044
PGP141abcpp_num1,DLkcat,10.4,35748.04999999989,1047.3298543556955
AACPS4_num1,DLkcat,10.4,28507.144999999975,1313.3549501361863
ALCD19_num2,DLkcat,10.39,17037.585,2195.381563760357
ACOAD3f_reverse_num2,DLkcat,10.39,29834.37999999997,1253.7213778198186
GLTPD_reverse_num3,DLkcat,10.39,53550.694999999825,698.4783297397004
HPYRRx_num2,DLkcat,10.39,17711.379999999994,2111.8625426138456
FACOAL161t2pp_num3,DLkcat,10.39,45750.1799999999,817.5705538207736
DHPS2_num3,DLkcat,10.38,19417.98499999997,1924.4015277589335
ACOAD7f_reverse_num2,DLkcat,10.38,45496.90999999988,821.330503544089
AHMMPS_1,DLkcat,10.38,18153.425,2058.454534061754
SERGLUGLNtr_num2,DLkcat,10.38,26216.81499999996,1425.3447644193263
FACOAL181_num3,DLkcat,10.38,49918.88999999988,748.5743372899535
AACPS7_num2,DLkcat,10.35,18083.639999999974,2060.4258877084512
BUTCT_num1,DLkcat,10.35,54512.95999999982,683.507188015476
PGP160abcpp_num2,DLkcat,10.35,31175.654999999955,1195.1633413957159
GLUt4pp,DLkcat,10.35,13396.135000000002,2781.3992618020043
PSD161,DLkcat,10.35,25457.414999999983,1463.6207171859369
HACD7_reverse_num1,DLkcat,10.34,27655.574999999975,1345.9853935418096
PA181abcpp_num2,DLkcat,10.34,31175.654999999955,1194.0085942059616
VCACT_num2,DLkcat,10.34,29316.389999999978,1269.7334153352451
PROabcpp_num6,DLkcat,10.34,60588.684999999765,614.3721389563108
ALDD19xr_num7,DLkcat,10.34,44777.04499999987,831.3188152545598
INSTt2,DLkcat,10.34,37619.31499999988,989.4917012710125
BUTt4pp,DLkcat,10.34,33955.54999999992,1096.2567238639954
PPATabc,DLkcat,10.26,23640.274999999972,1562.41837288272
DRBK_1,DLkcat,10.26,21908.19499999999,1685.9444605089566
G1PP,DLkcat,10.26,20306.809999999987,1818.8972073900343
SERASr,DLkcat,10.26,28507.144999999975,1295.6751719612762
ACSPHAC40_num1,DLkcat,10.26,45750.1799999999,807.3410858711394
ECOAH5_reverse_num2,DLkcat,10.26,83523.32999999975,442.2237475445496
ARGSL_reverse_num1,DLkcat,10.25,82416.58999999966,447.7253912106792
DMGDH2,DLkcat,10.25,13643.270000000006,2704.6301949605913
PE141abcpp_num2,DLkcat,10.25,31175.654999999955,1183.6158694981727
SARCOX_num2,DLkcat,10.25,25008.769999999982,1475.4824007738096
SHSL4r,DLkcat,10.25,16385.824999999997,2251.946423204203
LDH_D_reverse_num3,DLkcat,10.23,17711.379999999994,2079.3410790124776
HCYSMT_num1,DLkcat,10.23,20452.014999999985,1800.7027669400804
METabc_num10,DLkcat,10.23,33393.689999999944,1102.8430820313677
TKT2_reverse_num3,DLkcat,10.23,18903.699999999997,1948.190036871089
GTHRDabcpp,DLkcat,10.23,13075.135000000004,2816.643958169456
THMP,DLkcat,10.23,71843.43999999987,512.6146520823622
FEDCabc_num6,DLkcat,10.23,53698.68999999985,685.8267864635078
HACD28i_num1,DLkcat,10.2,33730.06999999995,1088.6428637711115
ISTNTabc,DLkcat,10.2,60336.88499999983,608.5829588319003
CYSabcpp_num1,DLkcat,10.17,11336.130000000001,3229.673618774661
BTS3r_num1,DLkcat,10.17,42287.93499999992,865.778856309727
GRTT_num1,DLkcat,10.17,24426.649999999954,1498.8547344805804
ACACT5r_reverse_num1,DLkcat,10.17,47169.11499999989,776.1858580556384
METSOX2abc,DLkcat,10.17,33393.689999999944,1096.374794160216
ALCD19y_num1,DLkcat,10.16,46891.90499999987,780.0066983842969
TMAOR2pp,DLkcat,10.16,46494.4899999999,786.6738617844841
FDH_num8,DLkcat,10.16,34303.94999999994,1066.2328973777092
ACOAD6f_num3,DLkcat,10.15,29834.37999999997,1224.7614999875996
GLU5K_num2,DLkcat,10.15,9234.62,3956.8493343526857
GG15DAPS,DLkcat,10.15,46515.79499999984,785.5396215414597
4PEPTabcpp_num3,DLkcat,10.15,26829.269999999964,1361.9453678762056
ALCD2x_num3,DLkcat,10.12,17037.585,2138.3312247598474
ILEabc_num6,DLkcat,10.12,36943.99999999987,986.1411866608956
SHSL3,DLkcat,10.12,16385.824999999997,2223.3851514952717
FACOAL80_num5,DLkcat,10.12,45750.1799999999,796.3247357715331
HXANt2pp,DLkcat,10.12,54705.01999999988,665.971788329482
FACOAL181t2pp_num2,DLkcat,10.12,40182.154999999904,906.6711329942381
ACOAD6f_reverse_num2,DLkcat,10.09,20537.54499999997,1768.66319708612
ACACT8r_reverse_num7,DLkcat,10.09,42423.414999999906,856.2252708793029
PPPGO4,DLkcat,10.09,37984.15499999988,956.2934860601773
ALCD2ir_reverse_num6,DLkcat,10.09,10386.869999999997,3497.1074057921214
MOHMT,DLkcat,10.09,20116.774999999965,1805.6572189130745
THRPDC_num2,DLkcat,10.08,13736.994999999999,2641.6257704104864
SSALy_num4,DLkcat,10.08,44687.024999999885,812.0477923961171
RHACOAR141d7,DLkcat,10.08,96481.7349999996,376.112639350859
PHETA1_reverse_num2,DLkcat,10.08,33556.764999999905,1081.3914869326677
ALATA_L_reverse_num5,DLkcat,10.08,37560.16499999989,966.1299411224659
BTS_num6,DLkcat,10.08,89527.78499999995,405.32668154361266
ACOAD4f_num2,DLkcat,10.08,20537.54499999997,1766.9103098739433
ALCD1_num1,DLkcat,10.08,32711.12999999997,1109.3471854992486
CYSabc_num1,DLkcat,10.08,30419.24499999995,1192.9290158253455
ACLS_num3,DLkcat,10.08,67923.03999999963,534.2517060484954
ACOAD4f_reverse_num1,DLkcat,10.07,23767.039999999957,1525.3056333476977
ETHSO3abcpp_num3,DLkcat,10.07,35562.04999999999,1019.4012999813007
NAPRT_reverse_num1,DLkcat,10.07,8041.660000000002,4508.0244626109525
HXAND_num6,DLkcat,10.07,27602.38999999998,1313.364531114879
OIVD1r_reverse_num2,DLkcat,10.06,11806.480000000001,3067.468034503086
CYP3,DLkcat,10.06,34722.75999999994,1043.0046459440455
ALCD22_L_num2,DLkcat,10.06,10221.954999999994,3542.9621828701083
ALDD2x_num3,DLkcat,10.06,19107.94999999998,1895.336757736965
PTRCabc_num1,DLkcat,10.06,44817.23999999986,808.0818899155796
AACPS2_num2,DLkcat,10.06,18083.639999999974,2002.6941478596152
DIPEPabc3_num2,DLkcat,10.06,24913.464999999946,1453.671739358619
AMPTASEPG_num1,DLkcat,10.06,50676.04999999982,714.6571210660683
ACACT12_num1,DLkcat,10.05,41061.154999999875,881.1247516052607
HYPOE_num2,DLkcat,10.05,42099.07999999986,859.4012030666731
ACOAD21f,DLkcat,10.05,45496.90999999988,795.2188401366179
RIBabcpp_num1,DLkcat,10.05,123885.71999999983,292.04334446294575
2AGPGAT160_num1,DLkcat,10.05,28507.144999999975,1269.1555046989108
MHPGLUT2_reverse,DLkcat,10.03,26278.98499999997,1374.0256710828078
UGLYCH,DLkcat,10.03,12358.860000000004,2921.6286939086604
METSabc_num2,DLkcat,10.03,33393.689999999944,1081.282122460862
ACOAD4_1_reverse_num2,DLkcat,10.03,40475.56499999986,892.0937854727939
XYLBabc,DLkcat,10.0,39323.4449999999,915.4843885117414
ALCD2y_reverse_num5,DLkcat,10.0,17037.585,2112.9755185373983
TYRL,DLkcat,10.0,39460.839999999946,912.296849230783
LCARS_reverse_num4,DLkcat,9.98,17037.585,2108.749567500324
ORNTAC_1,DLkcat,9.98,9865.449999999997,3641.800424714535
GALabcpp_num3,DLkcat,9.96,26112.54999999995,1373.1328422540146
FACOAL181t2pp_num3,DLkcat,9.96,45750.1799999999,783.7346213719833
ACSPHACP80,DLkcat,9.89,45750.1799999999,778.2264463221801
ACOAD4_1_num2,DLkcat,9.89,40475.56499999986,879.6418283475506
OIVD2_num6,DLkcat,9.89,11806.480000000001,3015.632093562179
3NUCLE4_reverse,DLkcat,9.88,21899.249999999975,1624.1652111373696
TRDR_num7,DLkcat,9.88,43437.684999999925,818.8281672929868
CHLt2pp_num3,DLkcat,9.87,41852.04499999984,848.9907721355106
METSabc_num1,DLkcat,9.87,73576.03999999975,482.9289535017123
ACOAD3f_reverse_num1,DLkcat,9.86,23767.039999999957,1493.496876346405
ACACT5r_reverse_num3,DLkcat,9.86,41061.154999999875,864.4666717241663
MCOATA_reverse_num1,DLkcat,9.86,10864.905000000002,3267.032707603057
ACOAD4f_num3,DLkcat,9.85,29834.37999999997,1188.5616526973256
SULAabc,DLkcat,9.85,60336.88499999983,587.7002102445313
4ABUTD_reverse_num2,DLkcat,9.85,9124.429999999998,3886.2701560535843
NO3R2pp_num1,DLkcat,9.84,31463.809999999954,1125.8649222710171
BZDH,DLkcat,9.84,23962.43999999996,1478.3135607225333
LEUt3pp_num1,DLkcat,9.84,44443.61999999991,797.0547853662702
LEUabc_num1,DLkcat,9.83,30419.24499999995,1163.3424826947564
SPMDabc_num1,DLkcat,9.83,44817.23999999986,789.606856647132
GLYCTO1_num3,DLkcat,9.83,43686.939999999886,810.0361343687631
OIVD2_num4,DLkcat,9.83,12961.614999999998,2730.215331962877
BUTt2rpp,DLkcat,9.83,33955.54999999992,1042.1860343890787
GUAPRT_num1,DLkcat,9.82,16156.334999999988,2188.120016080381
PTRCabcpp_num1,DLkcat,9.82,44817.23999999986,788.8035943311125
4HALDD,DLkcat,9.82,45367.60999999985,779.2343480293566
XYLabcpp_num2,DLkcat,9.82,4192.085,8433.0351125991
AHGDx_num1,DLkcat,9.82,32593.229999999916,1084.6424242089565
FRTT_num8,DLkcat,9.82,94455.37499999984,374.2719776402355
PEAOpp,DLkcat,9.81,16948.929999999993,2083.6713586049395
HACD19i_num1,DLkcat,9.81,33730.06999999995,1047.0182836857455
ICDHx_reverse_num1,DLkcat,9.81,11919.355,2962.9120032082274
HEX7_num1,DLkcat,9.81,21908.19499999999,1611.9995280304936
HACD8_reverse_num1,DLkcat,9.81,27655.574999999975,1276.9938791726454
AMID4_num2,DLkcat,9.81,18640.99499999998,1894.5340632299958
GPDDA2_1_num1,DLkcat,9.81,37787.36999999989,934.5979886930501
FADE52_num1,DLkcat,9.81,43965.959999999825,803.2577930744635
PDE4_num1,DLkcat,9.81,8054.764999999998,4384.48545674517
MHPGLUT2,DLkcat,9.81,26278.98499999997,1343.8875207699245
METDabc_num3,DLkcat,9.81,26718.549999999992,1321.7783150657506
CSNt2pp,DLkcat,9.81,55035.414999999884,641.6958970873586
PG160abcpp_num2,DLkcat,9.81,31175.654999999955,1132.8069931489829
FMNRx_num1,DLkcat,9.81,95584.1399999997,369.47552177589415
PSSA161,DLkcat,9.79,18474.27499999999,1907.7338623572518
LDH_L_reverse_num1,DLkcat,9.79,46268.81999999976,761.7224731471471
GLYALDDr_num4,DLkcat,9.79,19107.94999999998,1844.4678785531696
HSTPT_num4,DLkcat,9.79,37788.049999999945,932.6758062403339
ACLS_a,DLkcat,9.79,11806.480000000001,2985.1403635969396
ADCPS2_num2,DLkcat,9.77,33777.11499999993,1041.2967478128332
ACACT13_num4,DLkcat,9.77,42423.414999999906,829.0704555491367
UDCPDPS_num3,DLkcat,9.77,24426.649999999954,1439.9027291912753
ACOAD26f_reverse,DLkcat,9.77,45496.90999999988,773.0634893666426
FACOAL161_num1,DLkcat,9.77,18083.639999999974,1944.9624080107794
ACOAD1f_num2,DLkcat,9.77,45496.90999999988,773.0634893666426
ALAabcpp_num2,DLkcat,9.77,54233.7799999998,648.5256974527707
ACt4pp,DLkcat,9.77,33955.54999999992,1035.8247768037943
ACACT5r_reverse_num8,DLkcat,9.77,42423.414999999906,829.0704555491367
MALTabcpp_num3,DLkcat,9.76,42368.13499999991,829.3024934895076
TSULabcpp_num1,DLkcat,9.76,19093.06999999998,1840.2488442141591
ACPPAT161,DLkcat,9.76,27607.054999999982,1272.718151211711
ALCD22_L_reverse_num3,DLkcat,9.75,28101.024999999976,1249.064758313977
ALCD19_reverse_num4,DLkcat,9.75,10386.869999999997,3379.2663237337147
XYLK2,DLkcat,9.75,6543.499999999998,5364.101780392758
GLUTARt2rpp,DLkcat,9.75,38216.204999999936,918.4585439606067
LASP2OA_reverse,DLkcat,9.75,37788.049999999945,928.8650777163693
FALDH2_reverse_num1,DLkcat,9.75,10221.954999999994,3433.7854158035348
BZDIOLDH_num1,DLkcat,9.75,51119.899999999805,686.6210614653028
TSULabc_num4,DLkcat,9.75,8271.204999999998,4243.638018886004
ACOAD14f_num1,DLkcat,9.75,45496.90999999988,771.4809643116444
PYDXNO_num2,DLkcat,9.75,23864.31999999996,1470.8150075091207
ACACT4r_reverse_num7,DLkcat,9.75,42423.414999999906,827.3732795910013
MSO3abcpp_num2,DLkcat,9.74,60336.88499999983,581.1370606885009
ACYP_2_num1,DLkcat,9.73,35060.0349999999,999.0862815738803
URIC,DLkcat,9.73,55015.94999999983,636.6880877272883
ABUTt2pp,DLkcat,9.73,25295.934999999965,1384.7284158502166
AHGDx_reverse_num1,DLkcat,9.73,32593.229999999916,1074.7017095267972
DABAAT2_num1,DLkcat,9.73,54026.02999999985,648.3541359600196
2AGPEAT160_num2,DLkcat,9.73,18083.639999999974,1936.99940941094
PG140abcpp_num2,DLkcat,9.73,31175.654999999955,1123.5690156309483
HXAND_num8,DLkcat,9.73,37851.144999999946,925.414541620869
RECOAH12_reverse,DLkcat,9.73,51903.3199999998,674.8701239150046
3OADPCOAT,DLkcat,9.73,21677.40499999999,1615.8760700369814
METDabc_num2,DLkcat,9.73,73576.03999999975,476.0788974236738
ALCD2ir_num6,DLkcat,9.72,10386.869999999997,3368.8685811991495
DAPDA_reverse,DLkcat,9.72,17972.614999999994,1946.9620864854676
SSCOARy,DLkcat,9.72,44687.024999999885,783.0460855248272
HACD24i_num1,DLkcat,9.69,33730.06999999995,1034.210720582556
PTRCTA_num1,DLkcat,9.69,54026.02999999985,645.6887541061243
AAAN,DLkcat,9.67,47125.44999999982,738.7091263850028
NI2abcpp_num3,DLkcat,9.67,95241.1849999996,365.5141418074559
AMPTASEPG_num2,DLkcat,9.67,22283.799999999974,1562.2111130058627
ICDHx_num1,DLkcat,9.67,11919.355,2920.6278359860917
CHLt2_num1,DLkcat,9.67,109768.02499999954,317.1415355245769
GLYALDDr_num2,DLkcat,9.67,9124.429999999998,3815.2520212221484
3MBt2pp,DLkcat,9.67,33955.54999999992,1025.2226808283206
CYANST_num3,DLkcat,9.67,102022.16999999982,341.2199524867983
METB1_num2,DLkcat,9.64,16385.824999999997,2117.928148262294
ACACT5r_reverse_num4,DLkcat,9.64,29316.389999999978,1183.7746734846967
MALTabcpp_num1,DLkcat,9.63,42368.13499999991,818.2564561786842
OIVD3_num2,DLkcat,9.63,11806.480000000001,2936.3535956525566
GCCc_num3,DLkcat,9.63,12961.614999999998,2674.666698555697
KAT18,DLkcat,9.63,42423.414999999906,817.190223842189
METabcpp_num2,DLkcat,9.62,25050.01499999998,1382.5141422071015
MACCOAT_num6,DLkcat,9.62,42423.414999999906,816.3416358631213
G3PIabcpp_num1,DLkcat,9.62,42368.13499999991,817.4067610009286
ACSPHACP70,DLkcat,9.62,45750.1799999999,756.9806282729396
SHSL2_reverse,DLkcat,9.62,16385.824999999997,2113.53410646092
RNDR3b_num1,DLkcat,9.6,12008.900000000001,2877.865583025922
METt3pp_num1,DLkcat,9.6,44443.61999999991,777.6144247475806
ECOAH1_1_reverse_num1,DLkcat,9.6,45435.804999999826,760.633601627618
MHPGLUT_num2,DLkcat,9.6,65939.15499999984,524.1195462695888
FTHFD_num1,DLkcat,9.59,23577.834999999977,1464.256578265139
ADA_num1,DLkcat,9.59,10148.365,3401.927305531482
G3PIabcpp_num2,DLkcat,9.59,24532.724999999973,1407.2631556421081
HPPK_num1,DLkcat,9.59,43078.13499999989,801.4274526972927
FACOAL141_num4,DLkcat,9.58,67322.8999999998,512.2773974383174
ACOAD8f_reverse_num1,DLkcat,9.58,29834.37999999997,1155.981790136079
MOBDabcpp_num1,DLkcat,9.57,19093.06999999998,1804.424327779662
ACLS_d_num1,DLkcat,9.57,9376.754999999996,3674.192191221805
L_LACD_num1,DLkcat,9.57,46268.81999999976,744.6051142000202
ALCD2ir_reverse_num2,DLkcat,9.57,10221.954999999994,3370.3924542810078
PTRCTA_num2,DLkcat,9.57,26820.284999999967,1284.550108248292
RNDR4b_num1,DLkcat,9.57,12008.900000000001,2868.872253078966
LYSabcpp_num3,DLkcat,9.57,73576.03999999975,468.2502619059156
FDMO7,DLkcat,9.57,21695.49999999999,1587.979074001522
URATEt_1_num1,DLkcat,9.57,35531.789999999935,969.6105937809511
ACACT1r_reverse_num5,DLkcat,9.57,41061.154999999875,839.0411813793378
MMSAD3_num1,DLkcat,9.56,11638.51,2957.0795574347576
FDMO_1,DLkcat,9.56,21695.49999999999,1586.319743725658
BKDC1_reverse_num1,DLkcat,9.56,23686.58999999999,1452.9740245430016
HBCHLR_reverse_num2,DLkcat,9.56,67923.03999999963,506.6911021650413
ALCD1_num5,DLkcat,9.56,10386.869999999997,3313.4139543481347
TMN,DLkcat,9.56,51732.11999999984,665.2733350189419
HACD6_reverse_num1,DLkcat,9.56,27655.574999999975,1244.4507120173791
METabc_num4,DLkcat,9.56,26718.549999999992,1288.0938523984278
G6PDH2r_reverse_num1,DLkcat,9.56,11316.165000000006,3041.3130243328883
PTRCabcpp_num4,DLkcat,9.56,10494.915000000005,3279.302405021859
RHACOAR141d7_reverse,DLkcat,9.55,96481.7349999996,356.33687557546665
HACD3_reverse_num1,DLkcat,9.53,27655.574999999975,1240.5455319587472
ACSPHAC70_num1,DLkcat,9.53,45750.1799999999,749.8986889231928
SDPDS_num3,DLkcat,9.53,33593.574999999895,1021.2667154359161
RHACOAR142,DLkcat,9.51,96481.7349999996,354.84436510185213
ALCD2x_num4,DLkcat,9.51,10386.869999999997,3296.0843834571924
BZSCD_reverse,DLkcat,9.51,20537.54499999997,1666.995738779881
HBCO_nadp_num1,DLkcat,9.51,27655.574999999975,1237.942078586326
DAAD12_num1,DLkcat,9.46,15728.96499999999,2165.17742902982
OCBT_2_reverse,DLkcat,9.46,25385.71999999996,1341.54162261303
HISabc_num2,DLkcat,9.46,48697.199999999815,699.3420566274884
FADE52_num2,DLkcat,9.46,43475.284999999836,783.3416158168975
RHACOARP90,DLkcat,9.46,96481.7349999996,352.97872700983396
SERabc_num1,DLkcat,9.44,30419.24499999995,1117.1874910110378
ALATA_L_reverse_num3,DLkcat,9.44,34606.33999999992,982.0165900236801
PG141abcpp_num2,DLkcat,9.44,31175.654999999955,1090.081347128073
CITt4_1,DLkcat,9.44,25151.179999999964,1351.1890893389514
XYLOS3,DLkcat,9.44,24597.909999999978,1381.580792839718
MCOATA_reverse_num7,DLkcat,9.43,27607.054999999982,1229.6856727383642
ACODA_num3,DLkcat,9.41,9865.449999999997,3433.8018032629034
CYTBD2pp_num1,DLkcat,9.41,69361.6199999997,488.3968973043038
ACACT6r_1,DLkcat,9.41,42423.414999999906,798.5212883026996
MDDEP4pp_num1,DLkcat,9.4,36896.704999999936,917.1550684539462
OIVD3_num6,DLkcat,9.39,11806.480000000001,2863.173443735982
MPTG2_num5,DLkcat,9.39,9895.300000000007,3416.1672713308317
ACONTb_num1,DLkcat,9.39,29876.354999999938,1131.4633260985174
CHOLD3,DLkcat,9.39,17037.585,1984.0840119066172
FAS160,DLkcat,9.39,18715.144999999982,1806.2376754227676
GNKr_num1,DLkcat,9.39,8471.675000000005,3990.2380579991536
PE120abcpp_num2,DLkcat,9.39,31175.654999999955,1084.3076111793016
GDBTALDH,DLkcat,9.39,37569.41999999988,899.7743377459675
ACOAD16f_num1,DLkcat,9.38,45496.90999999988,742.2042507941768
GRTT_num3,DLkcat,9.38,30850.00999999994,1094.5863550773586
ACACT3r_reverse_num1,DLkcat,9.38,52175.83999999977,647.1960968908244
HACD25i_num1,DLkcat,9.37,33730.06999999995,1000.0572189740504
HIBDkt_num1,DLkcat,9.37,13114.68,2572.0795322493573
ECOAH9ir_num4,DLkcat,9.37,24924.419999999976,1353.3715127573694
DMSOR1pp_num2,DLkcat,9.37,46494.4899999999,725.5053233189582
HXAND_num1,DLkcat,9.37,13473.069999999996,2503.661006734175
ALCD19_reverse_num3,DLkcat,9.35,67971.62999999968,495.2066031077989
MCOATA_num1,DLkcat,9.35,10864.905000000002,3098.0482572097953
DHPM2_num2,DLkcat,9.35,13044.829999999998,2580.3325915324313
ALCD2y_reverse_num4,DLkcat,9.35,35199.239999999954,956.2706467526016
ACNAMt2pp_num2,DLkcat,9.33,63803.83999999986,526.4259956767504
FACOALP60t2pp_num1,DLkcat,9.33,45750.1799999999,734.1610459237554
LCARSyi,DLkcat,9.32,11778.610000000002,2848.553437120339
PHETA1_num1,DLkcat,9.32,37788.049999999945,887.89974608375
G3PD5_num1,DLkcat,9.31,26656.599999999948,1257.324640051622
PG181abcpp_num2,DLkcat,9.31,31175.654999999955,1075.069633661267
MCOATA_num3,DLkcat,9.25,45025.65499999986,739.5783581604777
HACD2_num1,DLkcat,9.25,27655.574999999975,1204.097184744849
RHACOAR141d5_reverse,DLkcat,9.25,96481.7349999996,345.1430470233577
AOXSr_reverse_num3,DLkcat,9.23,40146.43499999992,827.6700035756617
GLYCLTDx_num2,DLkcat,9.23,27269.65999999998,1218.4970403004666
FE3DCIT2abcpp_num1,DLkcat,9.23,53698.68999999985,618.7860448737221
MTHFC_reverse_num1,DLkcat,9.22,40060.434999999954,828.5481672877501
MANBabc_num2,DLkcat,9.22,95241.1849999996,348.5046936364781
THRt2r_num1,DLkcat,9.22,45658.08499999983,726.9687285395373
ALCD2x_reverse_num2,DLkcat,9.22,10221.954999999994,3247.12836243165
BTS3r_reverse_num1,DLkcat,9.22,42287.93499999992,784.9047251893493
G3PSabcpp_num3,DLkcat,9.2,24532.724999999973,1350.0334756942018
ACCOAC_num1,DLkcat,9.2,27829.129999999976,1190.1198492371134
LAT,DLkcat,9.2,59705.74999999994,554.7204414985162
ACLSb_num2,DLkcat,9.2,67923.03999999963,487.6106840918808
THRabcpp_num3,DLkcat,9.2,54233.7799999998,610.6895001602345
FBP_num1,DLkcat,9.19,20306.809999999987,1629.207147749943
PG180abcpp_num2,DLkcat,9.19,31175.654999999955,1061.2126673842154
DKGLCNR1_num2,DLkcat,9.19,39422.82999999997,839.209158753951
ARBabcpp_num2,DLkcat,9.19,4192.085,7892.0155483488525
MHPGLUT_num1,DLkcat,9.18,26278.98499999997,1257.582817601214
FACOAL160t2pp_num3,DLkcat,9.18,45750.1799999999,722.3578136741774
ASPabc_num6,DLkcat,9.18,30419.24499999995,1086.4174965552252
GD3P2,DLkcat,9.18,77023.51999999984,429.0637457233851
MCSNtpp,DLkcat,9.18,55035.414999999884,600.486068834042
GLTPD_reverse_num2,DLkcat,9.18,35199.239999999954,938.8839077207361
BTS_reverse_num4,DLkcat,9.18,17037.585,1939.7115260173318
2AGPGAT180_num1,DLkcat,9.18,28507.144999999975,1159.288311754826
2AGPGAT161_num1,DLkcat,9.18,28507.144999999975,1159.288311754826
AHSERL4_num2,DLkcat,9.18,69171.75999999973,477.76722755066703
ALLTN_num1,DLkcat,9.16,45221.42499999987,729.211872469744
FDMO1,DLkcat,9.15,21695.49999999999,1518.2872024152482
DDPA_num1,DLkcat,9.15,8628.7,3817.492785703524
PPCOAC_num1,DLkcat,9.11,27829.129999999976,1178.477372451098
