,fluxes,equ,ec-code,kcat_MW,E
LEUabcpp_num2,0.0,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,,711.3469034213971,0.0
LEUabcpp_num3,0.0,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,,848.3273708747605,0.0
LEUabcpp_num4,0.0,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,,1702.9929922197664,0.0
LEUabcpp_num5,0.0,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,,1359.895215803423,0.0
LEUabcpp_num6,0.0,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,,941.922174703666,0.0
LEUt2r_num2,0.0,h_e + leu__L_e --> h_c + leu__L_c,,,
LEUt3pp_num2,0.0,h_p + leu__L_c --> h_c + leu__L_p,,,
LMN2abc_num2,0.0,atp_c + h2o_c + lmn2_e --> adp_c + h_c + lmn2_c + pi_c,,3400.4442240196227,0.0
LTHRK_num2,0.0,atp_c + thr__L_c --> adp_c + h_c + thrp_c,2.7.1.177,2800.4726844942365,0.0
LYSabc_num2,0.0,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,524.2733670740356,0.0
LYSabc_num3,0.0,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,,
LYSabc_num4,0.0,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,,
LYSabc_num5,0.0,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,,
LYSabc_num6,0.0,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,,
LYSabcpp_num2,0.0,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,916.6851482220778,0.0
LYSabcpp_num3,0.0,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,468.2502619059156,0.0
LYSabcpp_num4,0.0,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,655.7255858653089,0.0
LYSabcpp_num5,0.0,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,1888.2986677464,0.0
LYSabcpp_num6,0.0,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,3.6.3.21,960.9650098048256,0.0
LYSt5r_num2,0.0,lys__L_e --> lys__L_c,,,
L_LACD_num2,0.0,2.0 ficytc_c + lac__L_c --> 2.0 focytc_c + pyr_c,,,
L_LACD2_num2,0.0,lac__L_c + q8_c --> pyr_c + q8h2_c,1.1.2.3,,
L_LACD3_num2,0.0,lac__L_c + mqn8_c --> mql8_c + pyr_c,1.1.2.3,,
L_LACt2r_num2,0.0,h_e + lac__L_e --> h_c + lac__L_c,,,
MACCOAT_num2,0.0,2maacoa_c + coa_c --> accoa_c + ppcoa_c,"2.3.1.16,2.3.1.9",685.6114982639939,0.0
MACCOAT_num3,0.0,2maacoa_c + coa_c --> accoa_c + ppcoa_c,"2.3.1.16,2.3.1.9",,
MACCOAT_num4,0.0,2maacoa_c + coa_c --> accoa_c + ppcoa_c,"2.3.1.16,2.3.1.9",,
MACCOAT_num5,0.0,2maacoa_c + coa_c --> accoa_c + ppcoa_c,"2.3.1.16,2.3.1.9",,
MACCOAT_num6,0.0,2maacoa_c + coa_c --> accoa_c + ppcoa_c,"2.3.1.16,2.3.1.9",816.3416358631213,0.0
MALTHXabcpp_num2,0.0,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c,,469.0317381211149,0.0
MALTHXabcpp_num3,0.0,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c,,1300.8833171438894,0.0
MALTTRabc_num2,0.0,atp_c + h2o_c + malttr_e --> adp_c + h_c + malttr_c + pi_c,3.6.3,,
MALTTRabc_num3,0.0,atp_c + h2o_c + malttr_e --> adp_c + h_c + malttr_c + pi_c,3.6.3,1053.953953798899,0.0
MALTabc_num2,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,1060.8231074504702,0.0
MALTabc_num3,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,,
MALTabc_num4,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,,
MALTabc_num5,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,2582.116292958359,0.0
MALTabc_num6,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,1236.1188347024124,0.0
MALTabc_num7,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,,
MALTabc_num8,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,,
MALTabc_num9,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,,
MALTabc_num10,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,1235.456788456705,0.0
MALTabc_num11,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,3.6.3.19,2849.7445758675435,0.0
MALTabcpp_num2,0.0,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c,3.6.3.19,1291.536670188577,0.0
MALTabcpp_num3,0.0,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c,3.6.3.19,829.3024934895076,0.0
MALTpts_num2,0.0,malt_e + pep_c --> malt6p_c + pyr_c,,,
MALTpts_num3,0.0,malt_e + pep_c --> malt6p_c + pyr_c,,,
MALTptspp_num2,0.0,malt_p + pep_c --> malt6p_c + pyr_c,,,
MALTt2_num2,0.0,h_e + malt_e --> h_c + malt_c,,,
MALt2r_num2,-8.335316380156311e-15,h_e + mal__L_e --> h_c + mal__L_c,,,
MALt2r_num3,0.0,h_e + mal__L_e --> h_c + mal__L_c,,,
MAN6PI_num2,0.0,man6p_c --> f6p_c,5.3.1.8,,
MAN6PI_num3,0.0,man6p_c --> f6p_c,5.3.1.8,,
MANBabc_num2,0.0,atp_c + h2o_c + manb_e --> adp_c + h_c + manb_c + pi_c,,348.5046936364781,0.0
MANpts_num2,0.0,man_e + pep_c --> man6p_c + pyr_c,,,
MANpts_num3,0.0,man_e + pep_c --> man6p_c + pyr_c,,,
MANt2_num2,0.0,h_e + man_e --> h_c + man_c,,1438.1699112736587,0.0
MANt2_num3,0.0,h_e + man_e --> h_c + man_c,,,
MANt2_num4,0.0,h_e + man_e --> h_c + man_c,,,
MBCOAi_num2,0.0,fad_c + ivcoa_c --> 3mb2coa_c + fadh2_c,"1.3.8.4,1.3.8.7,1.3.99.10",,
MCITL2_num2,0.0,micit_c --> pyr_c + succ_c,4.1.3.30,,
MCOATA_num2,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.-,2.3.1.0,2.3.1.39,2.3.1.85,2.3.1.86",1341.1179406716492,0.0
MCOATA_num3,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.-,2.3.1.0,2.3.1.39,2.3.1.85,2.3.1.86",739.5783581604777,0.0
MCOATA_num4,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.-,2.3.1.0,2.3.1.39,2.3.1.85,2.3.1.86",,
MCOATA_num5,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.-,2.3.1.0,2.3.1.39,2.3.1.85,2.3.1.86",,
MCOATA_num6,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.-,2.3.1.0,2.3.1.39,2.3.1.85,2.3.1.86",,
MCOATA_num7,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.-,2.3.1.0,2.3.1.39,2.3.1.85,2.3.1.86",1868.6527773426044,0.0
MCPST_num2,0.0,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c,2.8.1.2,,
MCTP1App_num2,0.0,murein5p5p_p --> ala__D_p + murein5px4p_p,,,
MCTP1App_num3,0.0,murein5p5p_p --> ala__D_p + murein5px4p_p,,,
MCTP1App_num4,0.0,murein5p5p_p --> ala__D_p + murein5px4p_p,,,
MCTP1App_num5,0.0,murein5p5p_p --> ala__D_p + murein5px4p_p,,,
MCTP1Bpp_num2,0.0,murein5p5p_p --> alaala_p + murein5px3p_p,,,
MCTP1Bpp_num3,0.0,murein5p5p_p --> alaala_p + murein5px3p_p,,,
MCTP2App_num2,0.0,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,,,
MCTP2App_num3,0.0,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,,,
MCTP2App_num4,0.0,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,,,
MCTP2App_num5,0.0,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,,,
MDDCP1pp_num2,0.0,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,3.4.16.4,,
MDDCP1pp_num3,0.0,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,3.4.16.4,,
MDDCP2pp_num2,0.0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,3.4.16.4,,
MDDCP2pp_num3,0.0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,3.4.16.4,,
MDDCP3pp_num2,0.0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p,3.4.16.4,,
MDDCP3pp_num3,0.0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p,3.4.16.4,,
MDDCP4pp_num2,0.0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,3.4.16.4,,
MDDCP4pp_num3,0.0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,3.4.16.4,,
MDDCP5pp_num2,0.0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p,3.4.16.4,,
MDDCP5pp_num3,0.0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p,3.4.16.4,,
MDDEP1pp_num2,0.0,h2o_p + murein4px4p_p --> murein4p4p_p,,,
MDDEP1pp_num3,0.0,h2o_p + murein4px4p_p --> murein4p4p_p,,,
MDDEP3pp_num2,0.0,h2o_p + murein5px4p_p --> murein5p4p_p,,,
MDDEP3pp_num3,0.0,h2o_p + murein5px4p_p --> murein5p4p_p,,,
MDDEP4pp_num2,0.0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p,,,
MDDEP4pp_num3,0.0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p,,,
MDH_num2,0.0,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,"1.1.1.299,1.1.1.37",,
ME1_num2,0.0,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,"1.1.1.38,1.1.1.39",,
ME2_num2,0.0,mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,1.1.1.40,,
METAT_num2,0.0,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,2.5.1.6,,
METAT_num3,0.0,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,2.5.1.6,,
METAT_num4,0.0,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,2.5.1.6,,
METB1_num2,0.0,achms_c + cys__L_c --> ac_c + cyst__L_c + h_c,2.5.1.48,2117.928148262294,0.0
METDabc_num2,0.0,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,,476.0788974236738,0.0
METDabc_num3,0.0,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,,1321.7783150657506,0.0
METDabc_num4,0.0,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,,2266.290648257485,0.0
METDabc_num5,0.0,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,,2442.7972326342565,0.0
METDabcpp_num2,0.0,atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c,,901.084487449766,0.0
METGL_num2,0.0,h2o_c + met__L_c --> 2obut_c + ch4s_c + nh4_c,4.4.1.11,4508.28688820978,0.0
METS_num2,0.0,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,2.1.1.13,588.5425738318924,0.0
METS_num3,0.007529204973679131,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,2.1.1.13,,
METS_num4,0.0,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,2.1.1.13,,
METS_num5,0.0,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,2.1.1.13,1628.8300328190014,0.0
METS_num6,0.0,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,2.1.1.13,344.4994101001151,0.0
METSOXR1_num2,0.0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,"1.8.4.13,1.8.4.14",1449.299114611374,0.0
METSOXR1_num3,0.0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,"1.8.4.13,1.8.4.14",,
METSOXR1_num4,0.0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,"1.8.4.13,1.8.4.14",1667.0362445098367,0.0
METSOXR1_num5,0.0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,"1.8.4.13,1.8.4.14",1559.2320328386809,0.0
METSOXR1_num6,0.0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,"1.8.4.13,1.8.4.14",1577.3860927294286,0.0
METSOXR2_num2,0.0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,1.8.4.14,,
METSOXR2_num3,0.0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,1.8.4.14,1503.7612942836176,0.0
METSOXR2_num4,0.0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,1.8.4.14,,
METSOXR2_num5,0.0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,1.8.4.14,1275.3629450540436,0.0
METSOXR2_num6,0.0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,1.8.4.14,1590.4973582060798,0.0
METSOXR2_num7,0.0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,1.8.4.14,1329.280607555874,0.0
METSRabc_num2,0.0,atp_c + h2o_c + metox__R_e --> adp_c + h_c + metox__R_c + pi_c,,1606.920386957108,0.0
METSabc_num2,0.0,atp_c + h2o_c + metox_e --> adp_c + h_c + metox_c + pi_c,,1081.282122460862,0.0
METabc_num2,10.05005809091662,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,,
METabc_num3,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,,
METabc_num4,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,1288.0938523984278,0.0
METabc_num5,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,,
METabc_num6,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,,
METabc_num7,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,869.4678321910261,0.0
METabc_num8,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,727.0763316684422,0.0
METabc_num9,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,927.121261531746,0.0
METabc_num10,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,1102.8430820313677,0.0
METabc_num11,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,2306.712003458272,0.0
METabcpp_num2,0.0,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,,1382.5141422071017,0.0
METabcpp_num3,0.0,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,,2018.1058157993357,0.0
METt3pp_num2,0.0,h_p + met__L_c --> h_c + met__L_p,,,
MG2tpp_num2,0.0,mg2_p --> mg2_c,,,
MG2uabcpp_num2,0.0,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,3.6.3.2,,
MG2uabcpp_num3,0.0,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,3.6.3.2,,
MGSA_num2,0.0,dhap_c --> mthgxl_c + pi_c,4.2.3.3,,
MGt5_num2,0.0,mg2_c --> mg2_e,,,
MHPGLUT_num2,0.0,hcys__L_c + mhpglu_c --> hpglu_c + met__L_c,2.1.1.14,524.1195462695888,0.0
MI1PP_num2,0.0,h2o_c + mi1p__D_c --> inost_c + pi_c,3.1.3.25,,
MI1PP_num3,0.0,h2o_c + mi1p__D_c --> inost_c + pi_c,3.1.3.25,,
MI3PP_num2,0.0,h2o_c + mi3p__D_c --> inost_c + pi_c,3.1.3.25,,
MME_num2,0.0,mmcoa__R_c --> mmcoa__S_c,5.1.99.1,,
MMM2_num2,0.0,succoa_c --> mmcoa__R_c,5.4.99.2,,
MMSAD1_num2,0.0,2mop_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,1.2.1.27,83.66275651904786,0.0
MMSAD1_num3,0.0,2mop_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,1.2.1.27,,
MMSAD3_num2,0.0,coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c,"1.2.1,1.2.1.18,1.2.1.27",,
MN6PP_num2,0.0,h2o_c + man6p_c --> man_c + pi_c,,226.89953459407965,0.0
MNabc_num2,0.0,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,3.6.3.35,,
MNabc_num3,0.0,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,3.6.3.35,,
MNabc_num4,0.0,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,3.6.3.35,,
MNabc_num5,0.0,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,3.6.3.35,,
MNabc_1_num2,0.0,atp_c + h2o_c + mn2_p --> adp_c + h_c + mn2_c + pi_c,3.6.3.35,,
MNabc_1_num3,0.0,atp_c + h2o_c + mn2_p --> adp_c + h_c + mn2_c + pi_c,3.6.3.35,,
MNabc_1_num4,0.0,atp_c + h2o_c + mn2_p --> adp_c + h_c + mn2_c + pi_c,3.6.3.35,,
MNt2pp_num2,0.0,h_p + mn2_p --> h_c + mn2_c,,,
MOBDabc_num2,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,632.8862116755818,0.0
MOBDabc_num3,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,578.8757502685523,0.0
MOBDabc_num4,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,217.03017836463468,0.0
MOBDabc_num5,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,,
MOBDabc_num6,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,597.3751399481489,0.0
MOBDabc_num7,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,477.9227642725892,0.0
MOBDabc_num8,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,267.99170389184445,0.0
MOBDabc_num9,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,8983.45525228791,0.0
MOBDabc_num10,0.0,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,5962.855472691103,0.0
MOBDabcpp_num2,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,74.82942918988176,0.0
MOBDabcpp_num3,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,,
MOBDabcpp_num4,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,922.719241029572,0.0
MOBDabcpp_num5,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,,
MOBDabcpp_num6,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,,
MOBDabcpp_num7,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,,
MOBDabcpp_num8,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,2620.1744485839736,0.0
MOBDabcpp_num9,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,6807.230627218164,0.0
MOBDabcpp_num10,0.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,3.6.3.29,,
MPL_num2,0.0,malt_c + pi_c --> g1p_B_c + glc__D_c,2.4.1.8,2759.761524268612,0.0
MPTG_num2,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,,,
MPTG_num3,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,,,
MPTG_num4,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,,,
MPTG_num5,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,,,
MPTG_num6,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,,,
MPTG_num7,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,,,
MPTG_num8,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,,,
MPTG2_num2,0.0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,,3976.433256192331,0.0
MPTG2_num3,0.0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,,,
MPTG2_num4,0.0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,,,
MPTG2_num5,0.0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,,3416.167271330832,0.0
MPTG2_num6,0.0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,,,
MSO3abcpp_num2,0.0,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,,581.1370606885009,0.0
MSO3abcpp_num3,0.0,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,,1125.6943848850112,0.0
MSO3abcpp_num4,0.0,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,,,
MSO3abcpp_num5,0.0,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,,769.9552871125222,0.0
MSO3abcpp_num6,0.0,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,,746.4090995085365,0.0
MTHFC_num2,0.0,h2o_c + methf_c --> 10fthf_c + h_c,"1.5.1.15,3.5.4.9",,
MTHFC_num3,0.0,h2o_c + methf_c --> 10fthf_c + h_c,"1.5.1.15,3.5.4.9",,
MTHFD_num2,0.0,mlthf_c + nadp_c --> methf_c + nadph_c,1.5.1.5,,
MTHFD_num3,0.0,mlthf_c + nadp_c --> methf_c + nadph_c,1.5.1.5,,
MTHFD2i_num2,0.016790127091304462,mlthf_c + nad_c --> methf_c + nadh_c,1.5.1.15,,
MTHFR2_num2,0.0,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,1.5.1.20,637.4067378654278,0.0
MTHFR3_num2,0.0,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,1.5.1.20,,
MTHFR3_1_num2,0.0,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,1.5.1.20,,
MXYLt5_num2,0.0,h_p + m_xyl_c --> h_c + m_xyl_e,,,
MXYLt6_num2,0.0,h_p + m_xyl_p --> h_c + m_xyl_e,,,
NABTNO_num2,0.0,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,1.2.1.3,439.6087869737918,0.0
NABTNO_num3,0.0,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,1.2.1.3,460.7804756190214,0.0
NABTNO_num4,0.0,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,1.2.1.3,836.1427155365011,0.0
NABTNO_num5,0.0,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,1.2.1.3,,
NABTNO_num6,0.0,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,1.2.1.3,,
NACODA_num2,0.0,acg5sa_c + h2o_c --> ac_c + glu5sa_c,,,
NADDP_num2,0.0,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,"3.6.1.22,3.6.1.9",,
NADH10_num2,0.0,h_c + mqn8_c + nadh_c --> mql8_c + nad_c,,757.5692945562542,0.0
NADH10_num3,0.0,h_c + mqn8_c + nadh_c --> mql8_c + nad_c,,,
NADH10_num4,0.0,h_c + mqn8_c + nadh_c --> mql8_c + nad_c,,406.1766707116805,0.0
NADH10_num5,0.0,h_c + mqn8_c + nadh_c --> mql8_c + nad_c,,,
NADH16pp_num2,43.60419187557049,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,1.6.5.3,,
NADH16pp_num3,0.0,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,1.6.5.3,,
NADH16pp_num4,0.0,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,1.6.5.3,,
NADH17pp_num2,0.0,4.0 h_c + mqn8_c + nadh_c --> 3.0 h_p + mql8_c + nad_c,1.6.5.3,,
NADH17pp_num3,0.0,4.0 h_c + mqn8_c + nadh_c --> 3.0 h_p + mql8_c + nad_c,1.6.5.3,,
NADH18pp_num2,0.0,2dmmq8_c + 4.0 h_c + nadh_c --> 2dmmql8_c + 3.0 h_p + nad_c,1.6.5.3,,
NADH18pp_num3,0.0,2dmmq8_c + 4.0 h_c + nadh_c --> 2dmmql8_c + 3.0 h_p + nad_c,1.6.5.3,,
NADH5_num2,0.0,h_c + nadh_c + q8_c --> nad_c + q8h2_c,,,
NADH5_num3,0.0,h_c + nadh_c + q8_c --> nad_c + q8h2_c,,,
NADH5_num4,0.0,h_c + nadh_c + q8_c --> nad_c + q8h2_c,,,
NADH5_num5,0.0,h_c + nadh_c + q8_c --> nad_c + q8h2_c,,,
NADH5_num6,0.0,h_c + nadh_c + q8_c --> nad_c + q8h2_c,,,
NADH9_num2,0.0,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,,950.1435199072964,0.0
NADH9_num3,0.0,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,,,
NADH9_num4,0.0,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,,449.8932333632102,0.0
NADH9_num5,0.0,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,,,
NADHHR_num2,0.0,h2o_c + nadh_c --> nadhx__R_c,,,
NADHHS_num2,0.0,h2o_c + nadh_c --> nadhx__S_c,,,
